topword,year,freq
accord,1980,8
lose,1980,8
bus,1980,8
siapa,1980,7
arms,1980,7
music,1980,7
law,1980,7
Goh,1980,7
devan,1980,7
lessons,1980,7
stop,1980,7
bad,1980,7
ban,1980,7
victim,1980,7
market,1980,7
say,1980,7
price,1980,24
learning,1980,7
minister,1980,14
polls,1980,7
calls,1980,7
khmer,1980,7
rate,1980,7
put,1980,7
point,1980,18
refugees,1980,7
age,1980,7
shock,1980,7
pledge,1980,7
Hudc,1980,7
makes,1980,7
tan,1980,7
poetry,1980,7
national,1980,7
homes,1980,7
getting,1980,7
own,1980,7
tell,1980,6
writers,1980,6
hike,1980,6
chee,1980,6
mother,1980,6
bomb,1980,6
never,1980,6
cup,1980,6
yes,1980,6
fares,1980,6
sale,1980,6
role,1980,6
cost,1980,6
motorists,1980,6
No.,1980,6
opera,1980,6
plea,1980,6
training,1980,6
turn,1980,6
open,1980,6
show,1980,6
parking,1980,6
comes,1980,6
mark,1980,6
tour,1980,6
Manila,1980,6
charged,1980,6
blow,1980,6
freed,1980,6
flats,1980,6
fall,1980,6
young,1980,6
youth,1980,6
play,1980,6
most,1980,6
raise,1980,6
firm,1980,6
Chinese,1981,122
index,1981,98
ST,1981,73
up,1981,70
green,1981,48
Singapore,1981,87
Mandarin,1981,45
fun,1981,45
falls,1981,44
leaders,1981,43
tears,1981,43
Govt,1981,40
bamboo,1981,40
characters,1981,39
Asean,1981,39
indices,1981,38
industrials,1981,38
components,1981,37
U.S.,1981,36
volume,1981,33
radio,1981,32
talks,1981,32
PM,1981,32
quote,1981,31
top,1981,29
SIA,1981,28
police,1981,26
down,1981,25
points,1981,24
scoreboard,1981,23
HDB,1981,23
pay,1981,22
good,1981,22
hurt,1981,21
workers,1981,21
market,1981,19
fire,1981,19
mui,1981,19
China,1981,18
deal,1981,17
better,1981,17
bank,1981,16
Malaysia,1981,16
high,1981,16
move,1981,16
work,1981,15
dies,1981,15
time,1981,15
company,1981,15
give,1981,24
old,1981,14
son,1981,14
price,1981,30
court,1981,14
issue,1981,14
visit,1981,14
names,1981,14
bus,1981,14
dhana,1981,14
offer,1981,20
ministry,1981,13
Thai,1981,13
Raja,1981,13
family,1981,13
trade,1981,13
bonus,1981,13
Lee,1981,13
tax,1981,13
rise,1981,49
reagan,1981,12
bid,1981,12
blast,1981,12
team,1981,12
council,1981,12
prime,1981,12
CPF,1981,12
food,1981,12
gold,1981,12
hit,1981,26
firm,1981,35
staff,1981,12
buy,1981,12
second,1981,11
property,1981,11
civil,1981,11
support,1981,11
happy,1981,11
boost,1981,11
effective,1981,11
computer,1981,11
Pinyin,1981,11
coalition,1981,11
learn,1981,11
share,1981,24
plans,1981,11
success,1981,11
probe,1981,11
sihanouk,1981,11
women,1981,11
chief,1981,11
crash,1981,11
local,1981,11
proposal,1981,11
school,1981,18
devan,1981,10
rollei,1981,10
life,1981,10
air,1981,10
war,1981,10
ship,1981,10
love,1981,10
surnames,1981,10
years,1981,10
whats,1981,10
finance,1981,10
killed,1981,10
replies,1981,10
oil,1981,10
results,1981,10
MPs,1981,10
sann,1981,10
public,1981,10
scheme,1981,10
KL,1981,10
sea,1981,10
last,1981,10
meeting,1981,10
cup,1981,10
jump,1981,10
fare,1981,17
Hussein,1981,10
soviet,1981,10
five,1981,10
record,1981,10
jack,1981,9
free,1981,9
likely,1981,9
best,1981,9
teachers,1981,9
right,1981,17
dead,1981,9
stake,1981,9
test,1981,9
chia,1981,9
mas,1981,9
opera,1981,9
kampuchea,1981,9
reading,1981,9
aussie,1981,9
start,1981,9
builders,1981,9
khmer,1981,9
ten,1981,9
flat,1981,22
sbs,1981,9
foreign,1981,9
PC,1981,9
cut,1981,9
query,1981,9
ministers,1981,9
bilingual,1981,9
stock,1981,21
need,1981,9
key,1981,9
well,1981,9
nwc,1981,8
bangkok,1981,8
President,1981,8
office,1981,8
service,1981,8
hike,1981,8
tough,1981,8
board,1981,8
Haw,1981,8
prem,1981,8
car,1981,8
say,1981,8
sale,1981,8
show,1981,8
money,1981,8
rules,1981,8
industry,1981,8
students,1981,8
rate,1981,23
defence,1981,8
Par,1981,8
house,1981,8
most,1981,8
warning,1981,8
land,1981,8
win,1981,15
Beijing,1981,8
ties,1981,8
relations,1981,8
Mahathir,1981,8
bosses,1981,8
loans,1981,8
HK,1981,8
study,1981,7
envoy,1981,7
changes,1981,7
end,1981,7
third,1981,7
order,1981,7
ill,1981,7
aid,1981,7
hong,1981,7
tin,1981,7
role,1981,7
push,1981,7
pork,1981,7
cost,1981,7
box,1981,7
drop,1981,19
language,1981,7
onn,1981,7
seat,1981,7
jobs,1981,7
many,1981,7
case,1981,7
PAP,1981,7
charged,1981,7
central,1981,7
past,1981,7
fined,1981,7
hotel,1981,7
art,1981,7
ready,1981,7
higher,1981,7
metal,1981,7
peace,1981,7
PM,1982,47
U.S.,1982,47
up,1982,43
Singapore,1982,61
Govt,1982,34
Chinese,1982,29
bilingual,1982,29
Asean,1982,27
top,1982,26
life,1982,26
down,1982,26
green,1982,23
talks,1982,22
quote,1982,22
workers,1982,21
school,1982,30
visit,1982,19
good,1982,19
best,1982,18
better,1982,17
work,1982,16
pay,1982,16
unknown,1982,16
people,1982,15
family,1982,15
art,1982,24
bamboo,1982,15
police,1982,15
rise,1982,14
China,1982,14
study,1982,14
law,1982,14
move,1982,14
computer,1982,14
reagan,1982,13
service,1982,13
second,1982,13
cup,1982,13
time,1982,13
years,1982,13
jeya,1982,13
free,1982,12
ban,1982,12
old,1982,12
war,1982,12
saf,1982,12
show,1982,21
HDB,1982,12
trade,1982,12
story,1982,12
meeting,1982,12
cut,1982,19
success,1982,12
index,1982,12
women,1982,12
need,1982,12
give,1982,11
letter,1982,11
aid,1982,11
civil,1982,11
market,1982,11
city,1982,11
mrt,1982,11
students,1982,11
gold,1982,11
hit,1982,11
PC,1982,11
President,1982,10
points,1982,10
music,1982,10
appeal,1982,10
boost,1982,10
troops,1982,10
opera,1982,10
little,1982,10
Japan,1982,10
come,1982,10
ahead,1982,10
put,1982,10
dont,1982,10
unions,1982,10
ready,1982,10
bid,1982,10
land,1982,10
video,1982,10
sihanouk,1982,10
likely,1982,9
end,1982,9
yes,1982,9
son,1982,9
ship,1982,9
role,1982,9
charge,1982,15
love,1982,9
ST,1982,9
stand,1982,9
CPF,1982,9
khmer,1982,9
defence,1982,9
public,1982,9
pledge,1982,9
win,1982,9
high,1982,9
five,1982,9
moral,1982,8
them,1982,8
bank,1982,8
message,1982,8
sann,1982,8
board,1982,8
happy,1982,8
blast,1982,8
die,1982,14
team,1982,8
tokyo,1982,8
price,1982,19
Raja,1982,8
bright,1982,8
behind,1982,8
start,1982,14
children,1982,8
case,1982,8
flat,1982,18
share,1982,8
sbc,1982,8
stage,1982,8
play,1982,8
most,1982,8
river,1982,8
missing,1982,8
fire,1982,8
per,1982,8
peace,1982,8
problems,1982,8
firms,1982,8
ties,1982,8
SIA,1982,8
NTUC,1982,8
job,1982,8
keep,1982,14
soviet,1982,8
getting,1982,8
chance,1982,8
tells,1982,7
probe,1982,7
stop,1982,7
air,1982,7
offer,1982,7
trip,1982,7
car,1982,7
killed,1982,7
artist,1982,7
west,1982,7
oil,1982,7
traffic,1982,7
act,1982,7
Britain,1982,7
calls,1982,7
rate,1982,7
court,1982,7
style,1982,7
house,1982,7
health,1982,7
scheme,1982,7
King,1982,7
KL,1982,7
europe,1982,7
foreign,1982,7
pact,1982,7
economic,1982,7
UN,1982,7
young,1982,7
talent,1982,7
israelis,1982,7
birthday,1982,7
see,1982,7
viet,1982,13
cent,1982,7
press,1982,7
like,1982,7
dhana,1982,7
own,1982,7
made,1982,7
every,1982,6
leaders,1982,6
arms,1982,6
award,1982,6
writers,1982,6
chee,1982,6
Bush,1982,6
dead,1982,6
months,1982,6
support,1982,6
head,1982,6
form,1982,6
Malaysia,1982,6
inside,1982,6
did,1982,6
cost,1982,6
change,1982,6
confucius,1982,6
cai,1982,6
tale,1982,6
nation,1982,6
space,1982,6
training,1982,6
ministry,1982,6
place,1982,6
open,1982,6
Thai,1982,6
say,1982,6
shops,1982,6
road,1982,6
enough,1982,6
film,1982,6
religious,1982,6
small,1982,6
coalition,1982,6
blood,1982,6
coming,1982,6
signs,1982,6
food,1982,6
officers,1982,6
cheaper,1982,6
secret,1982,6
heart,1982,6
Beijing,1982,6
long,1982,6
up,1983,49
U.S.,1983,38
Asean,1983,24
Singapore,1983,43
pay,1983,20
years,1983,18
Chinese,1983,17
better,1983,17
work,1983,16
PM,1983,16
life,1983,16
top,1983,15
Raja,1983,15
best,1983,15
old,1983,15
love,1983,13
car,1983,18
ST,1983,12
show,1983,12
HDB,1983,12
early,1983,12
move,1983,11
Japan,1983,11
good,1983,11
bank,1983,11
charged,1983,11
death,1983,11
China,1983,11
soviet,1983,16
killed,1983,11
index,1983,10
ahead,1983,10
visit,1983,10
story,1983,10
opera,1983,10
police,1983,10
time,1983,10
green,1983,10
price,1983,18
hit,1983,19
art,1983,10
case,1983,10
people,1983,10
dhana,1983,10
young,1983,9
ouf,1983,9
cable,1983,9
japanese,1983,9
boost,1983,9
full,1983,9
makes,1983,9
private,1983,9
support,1983,9
live,1983,16
high,1983,9
chief,1983,9
dont,1983,9
likely,1983,9
probe,1983,9
shares,1983,9
aid,1983,9
crash,1983,9
bamboo,1983,9
students,1983,9
step,1983,9
road,1983,9
dead,1983,9
dies,1983,9
women,1983,8
very,1983,8
school,1983,8
defence,1983,8
Brunei,1983,8
arms,1983,8
join,1983,8
tax,1983,8
wins,1983,8
trade,1983,8
put,1983,8
service,1983,8
rebels,1983,8
need,1983,8
singer,1983,8
hope,1983,8
firms,1983,8
national,1983,8
yes,1983,8
last,1983,8
keep,1983,8
well,1983,8
cut,1983,8
five,1983,8
Govt,1983,8
drama,1983,8
down,1983,8
war,1983,8
offer,1983,8
CPF,1983,8
calls,1983,8
gold,1983,7
charge,1983,7
rise,1983,7
fandi,1983,7
save,1983,7
nine,1983,7
history,1983,7
give,1983,7
third,1983,7
them,1983,7
drop,1983,7
arrested,1983,7
message,1983,7
attack,1983,7
behind,1983,7
tells,1983,7
mrt,1983,7
points,1983,7
justice,1983,7
local,1983,7
words,1983,7
viet,1983,7
many,1983,7
polls,1983,7
week,1983,7
action,1983,7
night,1983,7
hawke,1983,7
start,1983,7
music,1983,7
record,1983,7
end,1983,7
stay,1983,7
summit,1983,7
dance,1983,6
Reds,1983,6
team,1983,6
pledge,1983,6
chee,1983,6
groups,1983,6
golden,1983,6
reagan,1983,6
market,1983,6
court,1983,6
stop,1983,6
coming,1983,6
date,1983,6
hard,1983,6
space,1983,6
little,1983,6
success,1983,6
fees,1983,6
eyes,1983,6
final,1983,6
say,1983,6
play,1983,6
boys,1983,6
came,1983,6
made,1983,6
interest,1983,6
face,1983,15
minister,1983,6
air,1983,6
less,1983,6
workers,1983,6
east,1983,6
Mahathir,1983,6
plo,1983,6
stage,1983,6
getting,1983,6
Suharto,1983,6
biggest,1983,6
HK,1983,6
warning,1983,6
film,1983,6
other,1983,6
boom,1983,6
hawker,1983,6
building,1983,6
song,1983,5
turns,1983,5
round,1983,5
past,1983,5
great,1983,5
study,1983,5
guilty,1983,5
arafat,1983,5
trial,1983,5
family,1983,5
club,1983,5
brings,1983,5
award,1983,5
medisave,1983,5
bill,1983,5
town,1983,5
making,1983,5
plant,1983,5
law,1983,5
lost,1983,5
talk,1983,24
office,1983,5
looks,1983,5
ships,1983,5
NTUC,1983,5
son,1983,5
wont,1983,5
fish,1983,5
beyond,1983,5
surprise,1983,5
million,1983,5
forms,1983,5
south,1983,5
onn,1983,5
force,1983,5
jeya,1983,5
city,1983,5
system,1983,5
needed,1983,5
murder,1983,5
part,1983,5
Thai,1983,5
drive,1983,5
KL,1983,5
review,1983,5
b,1983,5
watch,1983,5
bad,1983,5
culture,1983,5
nations,1983,5
never,1983,5
job,1983,13
WP,1983,5
news,1983,5
come,1983,5
drug,1983,5
up,1984,57
PM,1984,42
Singapore,1984,48
index,1984,31
down,1984,28
U.S.,1984,27
PAP,1984,26
ST,1984,25
years,1984,22
show,1984,27
good,1984,20
time,1984,19
love,1984,19
CPF,1984,19
points,1984,18
charged,1984,18
Asean,1984,18
police,1984,18
life,1984,16
HDB,1984,16
work,1984,15
old,1984,15
talks,1984,15
come,1984,14
money,1984,14
art,1984,20
Raja,1984,13
PC,1984,13
young,1984,13
five,1984,13
killer,1984,12
polls,1984,12
Chok,1984,12
opposition,1984,12
success,1984,12
Tong,1984,11
been,1984,11
live,1984,11
hit,1984,17
litter,1984,11
Lee,1984,11
tax,1984,11
like,1984,11
reagan,1984,10
President,1984,10
best,1984,10
Govt,1984,10
war,1984,10
change,1984,10
visit,1984,10
MPs,1984,10
scheme,1984,10
cup,1984,10
workers,1984,10
jailed,1984,10
chief,1984,10
face,1984,18
press,1984,10
stay,1984,10
wins,1984,9
better,1984,9
Goh,1984,9
top,1984,9
probe,1984,9
team,1984,9
market,1984,9
cuts,1984,9
vote,1984,9
death,1984,9
students,1984,9
defence,1984,9
doctor,1984,9
trade,1984,9
party,1984,9
house,1984,9
ties,1984,9
keep,1984,9
HK,1984,9
record,1984,9
school,1984,8
leaders,1984,8
green,1984,8
service,1984,8
begins,1984,8
second,1984,8
rain,1984,8
night,1984,8
people,1984,8
die,1984,18
car,1984,8
drop,1984,16
city,1984,8
pay,1984,8
around,1984,8
act,1984,8
family,1984,8
fined,1984,8
story,1984,8
boys,1984,8
power,1984,8
Brunei,1984,8
tan,1984,8
cheong,1984,8
own,1984,8
japanese,1984,7
China,1984,7
army,1984,7
song,1984,7
bank,1984,7
wanted,1984,7
murder,1984,7
candidate,1984,7
right,1984,7
dead,1984,7
election,1984,7
boost,1984,7
water,1984,7
making,1984,7
place,1984,7
many,1984,7
ahead,1984,7
choice,1984,7
sbc,1984,7
dont,1984,7
jeya,1984,7
play,1984,7
foreign,1984,7
dhana,1984,7
firm,1984,7
rules,1984,7
step,1984,7
age,1984,7
makes,1984,7
stop,1984,7
move,1984,7
festival,1984,7
national,1984,7
joy,1984,7
book,1984,7
study,1984,6
end,1984,6
Japan,1984,6
tales,1984,6
watch,1984,6
cant,1984,6
post,1984,6
fight,1984,6
charge,1984,6
blast,1984,6
guilty,1984,6
jail,1984,6
opera,1984,6
million,1984,6
moscow,1984,6
future,1984,6
saf,1984,6
price,1984,6
mrt,1984,6
duty,1984,6
minister,1984,6
warning,1984,6
dollar,1984,6
month,1984,16
pulls,1984,6
flat,1984,14
court,1984,6
plans,1984,6
put,1984,6
part,1984,6
labour,1984,6
most,1984,6
see,1984,6
guide,1984,6
game,1984,12
results,1984,6
issues,1984,6
women,1984,6
let,1984,6
great,1984,6
residents,1984,6
charity,1984,6
SIA,1984,6
looks,1984,6
mas,1984,6
attack,1984,6
close,1984,6
teng,1984,6
well,1984,6
soviet,1984,6
mondale,1984,6
limit,1984,6
problem,1984,6
contest,1984,6
bicycle,1984,5
warns,1984,5
air,1984,5
golden,1984,5
hanoi,1984,5
join,1984,5
estate,1984,10
India,1984,5
law,1984,5
arrested,1984,5
surprise,1984,5
roles,1984,5
seek,1984,5
came,1984,5
bad,1984,5
NUS,1984,5
accord,1984,5
news,1984,5
near,1984,5
hong,1984,5
meets,1984,5
hand,1984,5
civil,1984,5
son,1984,5
music,1984,5
head,1984,5
developers,1984,5
dance,1984,5
focus,1984,5
battle,1984,5
memory,1984,5
killed,1984,5
up,1985,56
U.S.,1985,48
PM,1985,55
Singapore,1985,67
life,1985,24
Govt,1985,23
pay,1985,23
China,1985,22
HDB,1985,22
Chok,1985,21
CPF,1985,21
top,1985,20
Tong,1985,18
years,1985,18
cut,1985,25
index,1985,18
Asean,1985,18
say,1985,17
move,1985,17
case,1985,16
service,1985,22
fire,1985,16
killed,1985,16
down,1985,15
workers,1985,15
Parliament,1985,15
chief,1985,15
bosses,1985,15
rules,1985,14
ST,1985,13
good,1985,13
police,1985,13
SIA,1985,13
NTUC,1985,13
President,1985,12
arrested,1985,12
tells,1985,12
points,1985,12
choice,1985,12
boost,1985,12
love,1985,12
car,1985,12
road,1985,12
start,1985,18
house,1985,12
jeya,1985,12
last,1985,12
tax,1985,12
tan,1985,12
nwc,1985,11
reagan,1985,11
arms,1985,11
work,1985,11
time,1985,11
minister,1985,21
family,1985,11
dont,1985,11
exchange,1985,11
government,1985,11
todays,1985,10
better,1985,10
devan,1985,10
night,1985,10
charge,1985,16
open,1985,10
calls,1985,10
MPs,1985,10
small,1985,10
plans,1985,10
trade,1985,10
KL,1985,10
private,1985,10
art,1985,10
record,1985,10
rescue,1985,9
study,1985,9
board,1985,9
old,1985,9
visit,1985,9
economy,1985,9
city,1985,9
jobs,1985,9
act,1985,9
invest,1985,9
public,1985,9
hit,1985,16
lower,1985,9
wage,1985,9
cup,1985,9
win,1985,20
young,1985,9
system,1985,9
like,1985,9
success,1985,9
Marcos,1985,8
free,1985,8
chiam,1985,8
murder,1985,8
best,1985,8
been,1985,8
aid,1985,22
dead,1985,8
POSB,1985,8
trip,1985,8
die,1985,20
change,1985,17
wont,1985,8
tomorrow,1985,8
television,1985,8
wants,1985,8
Chinese,1985,8
month,1985,16
share,1985,20
sea,1985,8
foreign,1985,8
step,1985,14
results,1985,8
high,1985,8
keep,1985,8
final,1985,8
face,1985,8
staff,1985,8
five,1985,8
made,1985,8
firm,1985,18
hurt,1985,7
bank,1985,7
bomb,1985,7
probe,1985,7
union,1985,14
claims,1985,7
buyers,1985,7
people,1985,7
civil,1985,7
war,1985,7
offer,1985,15
nz,1985,7
blast,1985,7
talk,1985,27
ministry,1985,7
long,1985,7
price,1985,14
come,1985,7
taxi,1985,7
money,1985,7
students,1985,7
defence,1985,7
sbc,1985,7
paper,1985,7
fined,1985,7
put,1985,7
budget,1985,7
lost,1985,7
Beijing,1985,7
teng,1985,7
leader,1985,12
hu,1985,7
friends,1985,7
school,1985,12
force,1985,6
japanese,1985,6
likely,1985,6
give,1985,12
India,1985,6
order,1985,6
fall,1985,6
Japan,1985,6
them,1985,6
stop,1985,6
score,1985,6
families,1985,6
property,1985,6
centres,1985,6
save,1985,6
cabby,1985,6
role,1985,6
vietnam,1985,6
team,1985,6
market,1985,6
pan-el,1985,6
jail,1985,6
policy,1985,6
wong,1985,6
million,1985,6
quits,1985,6
little,1985,6
review,1985,6
behind,1985,6
PAP,1985,6
costs,1985,6
film,1985,6
rate,1985,6
tragedy,1985,6
flat,1985,20
court,1985,6
style,1985,6
execs,1985,6
story,1985,6
hotel,1985,6
King,1985,6
sell,1985,6
virus,1985,6
part,1985,6
baby,1985,6
control,1985,6
stock,1985,6
ties,1985,6
cabbies,1985,6
cheong,1985,6
petrol,1985,6
viet,1985,6
key,1985,6
homes,1985,6
growth,1985,6
chance,1985,6
rise,1985,11
guidelines,1985,5
street,1985,5
campaign,1985,5
strike,1985,5
up,1986,68
Singapore,1986,78
PM,1986,56
index,1986,42
CPF,1986,32
Govt,1986,30
ST,1986,29
U.S.,1986,29
Chok,1986,26
Tong,1986,23
time,1986,22
visit,1986,21
down,1986,21
pay,1986,20
cut,1986,20
points,1986,19
tax,1986,18
bank,1986,18
cup,1986,18
Lee,1986,17
good,1986,16
KL,1986,16
work,1986,15
years,1986,15
koon,1986,15
Marcos,1986,14
Asean,1986,14
Brunei,1986,13
committee,1986,13
free,1986,13
dont,1986,13
life,1986,13
charged,1986,13
wage,1986,13
swan,1986,12
rate,1986,12
high,1986,12
Japan,1986,12
police,1986,12
put,1986,12
BG,1986,12
trade,1986,12
workers,1986,12
MPs,1986,11
bill,1986,11
jeya,1986,11
law,1986,11
top,1986,11
dhana,1986,11
been,1986,11
PAP,1986,11
growth,1986,11
month,1986,19
Parliament,1986,10
stop,1986,10
President,1986,10
hotel,1986,10
mrt,1986,10
Jakarta,1986,10
last,1986,10
people,1986,10
japanese,1986,9
talks,1986,9
public,1986,9
private,1986,9
flat,1986,9
baby,1986,9
give,1986,9
death,1986,9
ministry,1986,9
tomorrow,1986,9
scheme,1986,9
aquino,1986,9
show,1986,9
appeal,1986,9
changes,1986,9
tough,1986,9
interest,1986,9
fire,1986,9
case,1986,9
HDB,1986,9
rules,1986,9
peter,1986,9
legal,1986,9
panel,1986,9
stay,1986,9
boost,1986,8
malay,1986,8
nakasone,1986,8
ties,1986,8
third,1986,8
chief,1986,8
inquiry,1986,8
wont,1986,8
curbs,1986,8
service,1986,8
behind,1986,8
likely,1986,8
say,1986,8
petrol,1986,8
probe,1986,8
jailed,1986,8
best,1986,8
court,1986,8
come,1986,8
heart,1986,8
firm,1986,28
budget,1986,8
being,1986,8
parents,1986,8
war,1986,8
economic,1986,8
sale,1986,8
pbs,1986,7
made,1986,7
full,1986,7
family,1986,7
reagan,1986,7
ask,1986,7
women,1986,7
urged,1986,7
tan,1986,7
plans,1986,7
SIA,1986,7
stock,1986,7
economy,1986,7
open,1986,7
need,1986,7
labour,1986,7
most,1986,7
play,1986,7
gold,1986,7
ban,1986,7
CJ,1986,7
winning,1986,7
second,1986,7
killed,1986,7
fund,1986,7
polls,1986,7
crash,1986,7
bid,1986,7
herzog,1986,7
deal,1986,7
decision,1986,7
power,1986,7
getting,1986,7
art,1986,13
fight,1986,7
dies,1986,7
calls,1986,7
Chinese,1986,6
charge,1986,14
rise,1986,6
blast,1986,6
race,1986,6
leaders,1986,6
shares,1986,6
water,1986,6
ahead,1986,6
win,1986,12
crisis,1986,6
market,1986,6
sports,1986,6
sought,1986,6
end,1986,6
vital,1986,6
maid,1986,6
views,1986,6
food,1986,6
NTUC,1986,6
hearing,1986,6
trading,1986,6
aids,1986,6
cheong,1986,6
turn,1986,12
place,1986,6
vote,1986,6
teacher,1986,6
part,1986,6
King,1986,6
light,1986,6
tonight,1986,6
falls,1986,6
teck,1986,6
fine,1986,6
staff,1986,6
hit,1986,6
beat,1986,6
books,1986,6
jobs,1986,6
group,1986,6
foreign,1986,6
due,1986,6
much,1986,6
board,1986,6
face,1986,12
Johor,1986,6
lift,1986,6
prices,1986,6
smoking,1986,6
air,1986,6
property,1986,6
cant,1986,6
director,1986,6
high-tech,1986,6
Indonesia,1986,6
savings,1986,6
relief,1986,6
money,1986,6
lets,1986,6
pact,1986,6
loses,1986,6
little,1986,6
POSB,1986,6
step,1986,6
act,1986,6
own,1986,6
civil,1986,6
owners,1986,6
bus,1986,6
building,1986,6
cheaper,1986,6
city,1986,6
results,1986,5
children,1986,5
details,1986,5
rescue,1986,5
wave,1986,5
index,1987,85
up,1987,65
ST,1987,59
Singapore,1987,90
Govt,1987,47
U.S.,1987,39
PM,1987,44
points,1987,36
Asean,1987,27
down,1987,26
hit,1987,40
Lee,1987,23
KL,1987,22
BG,1987,22
Tong,1987,20
Chok,1987,20
dies,1987,19
market,1987,19
CPF,1987,18
team,1987,17
trade,1987,17
dont,1987,17
Japan,1987,15
case,1987,21
MPs,1987,15
aids,1987,14
time,1987,14
death,1987,14
good,1987,14
reagan,1987,13
top,1987,13
mrt,1987,13
week,1987,13
talks,1987,13
teh,1987,13
Parliament,1987,13
cheong,1987,13
teng,1987,13
life,1987,12
visit,1987,12
HDB,1987,12
firms,1987,12
aquino,1987,12
bank,1987,11
police,1987,11
tomorrow,1987,11
house,1987,11
young,1987,11
win,1987,22
women,1987,11
high,1987,11
face,1987,11
affair,1987,11
growth,1987,11
love,1987,10
heart,1987,10
behind,1987,10
malaysian,1987,10
inquiry,1987,10
review,1987,10
calls,1987,10
Chinese,1987,10
missing,1987,10
last,1987,10
summit,1987,10
baby,1987,10
drops,1987,10
act,1987,10
crash,1987,10
five,1987,10
China,1987,9
hanoi,1987,9
third,1987,9
free,1987,9
been,1987,9
had,1987,9
inside,1987,9
boost,1987,9
years,1987,9
mark,1987,9
polls,1987,9
pay,1987,9
investment,1987,9
plans,1987,9
private,1987,9
rise,1987,8
likely,1987,8
hold,1987,8
better,1987,8
mum,1987,8
air,1987,8
months,1987,8
graft,1987,8
turns,1987,8
guilty,1987,8
malay,1987,14
say,1987,8
offer,1987,8
minister,1987,15
Singaporean,1987,13
fall,1987,16
public,1987,8
paper,1987,8
hotel,1987,8
youth,1987,8
budget,1987,8
cut,1987,8
panel,1987,8
SIA,1987,8
move,1987,8
keep,1987,8
bid,1987,8
centre,1987,8
national,1987,8
well,1987,8
Suharto,1987,8
buy,1987,8
HK,1987,8
record,1987,8
school,1987,15
asia,1987,7
arms,1987,7
tell,1987,14
work,1987,7
give,1987,7
wrong,1987,7
law,1987,7
them,1987,7
arrested,1987,7
trading,1987,7
rates,1987,7
child,1987,7
old,1987,7
son,1987,7
wah,1987,7
umno,1987,7
policy,1987,7
open,1987,7
friend,1987,7
future,1987,7
show,1987,15
dollar,1987,7
children,1987,7
action,1987,7
food,1987,7
scheme,1987,7
most,1987,7
gold,1987,7
copyright,1987,7
gains,1987,7
please,1987,7
foreign,1987,7
fire,1987,7
guide,1987,7
workers,1987,7
Brunei,1987,7
stock,1987,7
final,1987,7
party,1987,7
like,1987,7
dhana,1987,7
urged,1987,7
letters,1987,7
todays,1987,6
force,1987,6
study,1987,6
plot,1987,6
beauty,1987,6
wage,1987,6
wanted,1987,6
girls,1987,6
second,1987,6
seek,1987,6
probe,1987,6
exports,1987,6
stop,1987,6
ban,1987,6
night,1987,6
support,1987,6
marxist,1987,6
row,1987,6
level,1987,6
shares,1987,6
debate,1987,6
extra,1987,6
tokyo,1987,6
doctor,1987,13
Manila,1987,6
driver,1987,6
charges,1987,6
charged,1987,6
power,1987,6
road,1987,6
land,1987,6
town,1987,6
court,1987,6
n-day,1987,6
story,1987,6
King,1987,6
sector,1987,6
cholera,1987,6
art,1987,6
bill,1987,6
limit,1987,6
peace,1987,6
results,1987,6
ties,1987,6
NTUC,1987,6
front,1987,6
river,1987,6
computer,1987,6
group,1987,6
Indonesia,1987,6
government,1987,6
Mahathir,1987,6
lead,1987,6
star,1987,6
leaders,1987,5
reported,1987,5
cheating,1987,5
safe,1987,5
ISA,1987,5
service,1987,5
murder,1987,5
japanese,1987,5
bad,1987,5
best,1987,5
PM,1988,89
up,1988,62
Singapore,1988,84
Govt,1988,53
U.S.,1988,47
Lee,1988,37
Tong,1988,33
Chok,1988,32
index,1988,28
ST,1988,25
BG,1988,25
team,1988,24
pay,1988,24
visit,1988,22
down,1988,21
trade,1988,18
workers,1988,18
bill,1988,17
open,1988,17
points,1988,17
time,1988,17
good,1988,15
last,1988,15
Mahathir,1988,15
growth,1988,15
paper,1988,14
rise,1988,13
public,1988,13
years,1988,13
house,1988,13
devan,1988,13
party,1988,13
Parliament,1988,12
club,1988,12
town,1988,12
ties,1988,12
move,1988,12
ministry,1988,12
foreign,1988,12
China,1988,11
dhana,1988,11
fined,1988,11
ISA,1988,11
KL,1988,11
show,1988,11
HDB,1988,11
support,1988,11
CPF,1988,11
todays,1988,10
young,1988,10
choice,1988,10
top,1988,17
NTUC,1988,10
bank,1988,16
mp,1988,22
major,1988,10
dont,1988,10
second,1988,10
say,1988,10
play,1988,10
mrt,1988,10
art,1988,16
Asean,1988,10
minister,1988,10
charged,1988,10
peace,1988,10
act,1988,10
road,1988,10
rate,1988,14
court,1988,9
police,1988,9
story,1988,9
television,1988,9
tells,1988,9
Jakarta,1988,9
review,1988,9
cut,1988,9
life,1988,9
week,1988,9
keep,1988,9
panel,1988,9
urged,1988,9
urges,1988,9
been,1988,9
buy,1988,9
role,1988,9
calls,1988,9
defence,1988,8
debate,1988,8
boost,1988,8
leaves,1988,8
work,1988,8
seow,1988,8
Japan,1988,8
SIA,1988,8
views,1988,8
turf,1988,8
shell,1988,8
need,1988,8
most,1988,8
ban,1988,8
jaya,1988,8
budget,1988,8
umno,1988,8
ready,1988,8
nics,1988,8
death,1988,8
Malaysia,1988,8
run,1988,8
race,1988,7
