"index","year","word","page","frequency","articleCount","stfreq","pagegroup"
"1929:23",1929,"dinner",23,5,137,3.64963503649635,6
"1929:23",1929,"charge",23,5,137,3.64963503649635,6
"1929:23",1929,"Court",23,5,137,3.64963503649635,6
"1929:23",1929,"Kong",23,5,137,3.64963503649635,6
"1929:23",1929,"death",23,5,137,3.64963503649635,6
"1929:23",1929,"time",23,5,137,3.64963503649635,6
"1929:23",1929,"taken",23,5,137,3.64963503649635,6
"1929:23",1929,"late",23,5,137,3.64963503649635,6
"1929:23",1929,"Indian",23,5,137,3.64963503649635,6
"1929:23",1929,"long",23,5,137,3.64963503649635,6
"1929:23",1929,"Party",23,5,137,3.64963503649635,6
"1929:23",1929,"Paris",23,5,137,3.64963503649635,6
"1929:30",1929,"London",30,38,137,27.7372262773723,7
"1929:30",1929,"Government",30,13,137,9.48905109489051,7
"1929:30",1929,"India",30,10,137,7.2992700729927,7
"1929:30",1929,"Chinese",30,10,137,7.2992700729927,7
"1929:30",1929,"recently",30,9,137,6.56934306569343,7
"1929:30",1929,"British",30,9,137,6.56934306569343,7
"1929:30",1929,"European",30,8,137,5.83941605839416,7
"1929:30",1929,"country",30,8,137,5.83941605839416,7
"1929:30",1929,"Association",30,8,137,5.83941605839416,7
"1929:30",1929,"Shanghai",30,8,137,5.83941605839416,7
"1929:30",1929,"Press",30,7,137,5.10948905109489,7
"1929:30",1929,"Royal",30,7,137,5.10948905109489,7
"1929:30",1929,"persons",30,7,137,5.10948905109489,7
"1929:30",1929,"Calcutta",30,7,137,5.10948905109489,7
"1929:30",1929,"Council",30,7,137,5.10948905109489,7
"1929:30",1929,"French",30,7,137,5.10948905109489,7
"1929:30",1929,"Soviet",30,6,137,4.37956204379562,7
"1929:30",1929,"Sir",30,6,137,4.37956204379562,7
"1929:30",1929,"case",30,6,137,4.37956204379562,7
"1929:30",1929,"United",30,6,137,4.37956204379562,7
"1929:30",1929,"connection",30,6,137,4.37956204379562,7
"1929:30",1929,"York",30,6,137,4.37956204379562,7
"1929:30",1929,"party",30,6,137,4.37956204379562,7
"1929:30",1929,"Communist",30,5,137,3.64963503649635,7
"1929:30",1929,"National",30,5,137,3.64963503649635,7
"1929:30",1929,"air",30,5,137,3.64963503649635,7
"1929:30",1929,"dinner",30,5,137,3.64963503649635,7
"1929:30",1929,"charge",30,5,137,3.64963503649635,7
"1929:30",1929,"Court",30,5,137,3.64963503649635,7
"1929:30",1929,"Kong",30,5,137,3.64963503649635,7
"1929:30",1929,"death",30,5,137,3.64963503649635,7
"1929:30",1929,"time",30,5,137,3.64963503649635,7
"1929:30",1929,"taken",30,5,137,3.64963503649635,7
"1929:30",1929,"late",30,5,137,3.64963503649635,7
"1929:30",1929,"Indian",30,5,137,3.64963503649635,7
"1929:30",1929,"long",30,5,137,3.64963503649635,7
"1929:30",1929,"Party",30,5,137,3.64963503649635,7
"1929:30",1929,"Paris",30,5,137,3.64963503649635,7
"1930:1",1930,"London",1,38,137,27.7372262773723,1
"1930:1",1930,"Government",1,13,137,9.48905109489051,1
"1930:1",1930,"India",1,10,137,7.2992700729927,1
"1930:1",1930,"Chinese",1,10,137,7.2992700729927,1
"1930:1",1930,"recently",1,9,137,6.56934306569343,1
"1930:1",1930,"British",1,9,137,6.56934306569343,1
"1930:1",1930,"European",1,8,137,5.83941605839416,1
"1930:1",1930,"country",1,8,137,5.83941605839416,1
"1930:1",1930,"Association",1,8,137,5.83941605839416,1
"1930:1",1930,"Shanghai",1,8,137,5.83941605839416,1
"1930:1",1930,"Press",1,7,137,5.10948905109489,1
"1930:1",1930,"Royal",1,7,137,5.10948905109489,1
"1930:1",1930,"persons",1,7,137,5.10948905109489,1
"1930:1",1930,"Calcutta",1,7,137,5.10948905109489,1
"1930:1",1930,"Council",1,7,137,5.10948905109489,1
"1930:1",1930,"French",1,7,137,5.10948905109489,1
"1930:1",1930,"Soviet",1,6,137,4.37956204379562,1
"1930:1",1930,"Sir",1,6,137,4.37956204379562,1
"1930:1",1930,"case",1,6,137,4.37956204379562,1
"1930:1",1930,"United",1,6,137,4.37956204379562,1
"1930:1",1930,"connection",1,6,137,4.37956204379562,1
"1930:1",1930,"York",1,6,137,4.37956204379562,1
"1930:1",1930,"party",1,6,137,4.37956204379562,1
"1930:1",1930,"Communist",1,5,137,3.64963503649635,1
"1930:1",1930,"National",1,5,137,3.64963503649635,1
"1930:1",1930,"air",1,5,137,3.64963503649635,1
"1930:1",1930,"dinner",1,5,137,3.64963503649635,1
"1930:1",1930,"charge",1,5,137,3.64963503649635,1
"1930:1",1930,"Court",1,5,137,3.64963503649635,1
"1930:1",1930,"Kong",1,5,137,3.64963503649635,1
"1930:1",1930,"death",1,5,137,3.64963503649635,1
"1930:1",1930,"time",1,5,137,3.64963503649635,1
"1930:1",1930,"taken",1,5,137,3.64963503649635,1
"1930:1",1930,"late",1,5,137,3.64963503649635,1
"1930:1",1930,"Indian",1,5,137,3.64963503649635,1
"1930:1",1930,"long",1,5,137,3.64963503649635,1
"1930:1",1930,"Party",1,5,137,3.64963503649635,1
"1930:1",1930,"Paris",1,5,137,3.64963503649635,1
"1930:11",1930,"London",11,1494,5774,25.8746103221337,2
"1930:11",1930,"Government",11,622,5774,10.7724281260824,2
"1930:11",1930,"Rugby",11,619,5774,10.7204710772428,2
"1930:11",1930,"York",11,537,5774,9.30031174229304,2
"1930:11",1930,"British",11,535,5774,9.26567370973329,2
"1930:11",1930,"meeting",11,421,5774,7.2913058538275,2
"1930:11",1930,"Sir",11,417,5774,7.222029788708,2
"1930:11",1930,"Singapore",11,398,5774,6.89296847939037,2
"1930:11",1930,"Minister",11,346,5774,5.99237963283685,2
"1930:11",1930,"Rubber",11,339,5774,5.87114651887773,2
"1930:12",1930,"Singapore",12,668,3559,18.7693172239393,3
"1930:12",1930,"Chinese",12,508,3559,14.273672379882,3
"1930:12",1930,"London",12,348,3559,9.77802753582467,3
"1930:12",1930,"Government",12,271,3559,7.61449845462208,3
"1930:12",1930,"Kuala",12,266,3559,7.47400955324529,3
"1930:12",1930,"Lumpur",12,248,3559,6.96824950828885,3
"1930:12",1930,"Court",12,240,3559,6.74346726608598,3
"1930:12",1930,"Penang",12,239,3559,6.71536948581062,3
"1930:12",1930,"morning",12,229,3559,6.43439168305704,3
"1930:12",1930,"Sir",12,218,3559,6.1253161000281,3
"1930:14",1930,"Singapore",14,319,2029,15.7220305569246,4
"1930:14",1930,"London",14,286,2029,14.09561360276,4
"1930:14",1930,"Chinese",14,252,2029,12.419911286348,4
"1930:14",1930,"Sir",14,177,2029,8.72350911779201,4
"1930:14",1930,"morning",14,160,2029,7.885657959586,4
"1930:14",1930,"Court",14,159,2029,7.83637259733859,4
"1930:14",1930,"Kuala",14,158,2029,7.78708723509118,4
"1930:14",1930,"Lumpur",14,147,2029,7.24494825036964,4
"1930:14",1930,"Penang",14,137,2029,6.75209462789551,4
"1930:14",1930,"Government",14,134,2029,6.60423854115328,4
"1930:16",1930,"London",16,47,406,11.576354679803,5
"1930:16",1930,"recently",16,39,406,9.60591133004926,5
"1930:16",1930,"Sir",16,33,406,8.12807881773399,5
"1930:16",1930,"Government",16,29,406,7.14285714285714,5
"1930:16",1930,"British",16,26,406,6.40394088669951,5
"1930:16",1930,"time",16,22,406,5.41871921182266,5
"1930:16",1930,"York",16,21,406,5.17241379310345,5
"1930:16",1930,"American",16,19,406,4.67980295566502,5
"1930:16",1930,"meeting",16,19,406,4.67980295566502,5
"1930:16",1930,"Minister",16,16,406,3.94088669950739,5
"1930:16",1930,"Shanghai",16,16,406,3.94088669950739,5
"1930:16",1930,"Chinese",16,16,406,3.94088669950739,5
"1930:16",1930,"men",16,15,406,3.69458128078818,5
"1930:17",1930,"London",17,269,2387,11.2693757855048,6
"1930:17",1930,"Sir",17,247,2387,10.3477167993297,6
"1930:17",1930,"Singapore",17,243,2387,10.180142438207,6
"1930:17",1930,"Editor",17,242,2387,10.1382488479263,6
"1930:17",1930,"Chinese",17,235,2387,9.84499371596146,6
"1930:17",1930,"Kuala",17,182,2387,7.62463343108504,6
"1930:17",1930,"Lumpur",17,175,2387,7.33137829912024,6
"1930:17",1930,"Government",17,141,2387,5.90699622957687,6
"1930:17",1930,"meeting",17,140,2387,5.86510263929619,6
"1930:17",1930,"Court",17,133,2387,5.57184750733138,6
"1930:21",1930,"Sir",21,15,123,12.1951219512195,7
"1930:21",1930,"recently",21,15,123,12.1951219512195,7
"1930:21",1930,"London",21,14,123,11.3821138211382,7
"1930:21",1930,"Chinese",21,12,123,9.75609756097561,7
"1930:21",1930,"Shanghai",21,11,123,8.94308943089431,7
"1930:21",1930,"Kong",21,10,123,8.13008130081301,7
"1930:21",1930,"Hong",21,9,123,7.31707317073171,7
"1930:21",1930,"Government",21,8,123,6.50406504065041,7
"1930:21",1930,"work",21,7,123,5.69105691056911,7
"1930:21",1930,"meeting",21,7,123,5.69105691056911,7
"1930:21",1930,"British",21,7,123,5.69105691056911,7
"1930:21",1930,"England",21,7,123,5.69105691056911,7
"1930:21",1930,"old",21,6,123,4.8780487804878,7
"1930:21",1930,"time",21,6,123,4.8780487804878,7
"1930:21",1930,"Court",21,6,123,4.8780487804878,7
"1930:21",1930,"death",21,6,123,4.8780487804878,7
"1930:21",1930,"William",21,6,123,4.8780487804878,7
"1930:21",1930,"American",21,6,123,4.8780487804878,7
"1930:21",1930,"issued",21,6,123,4.8780487804878,7
"1930:21",1930,"York",21,6,123,4.8780487804878,7
"1930:21",1930,"men",21,5,123,4.0650406504065,7
"1930:21",1930,"report",21,5,123,4.0650406504065,7
"1930:21",1930,"police",21,5,123,4.0650406504065,7
"1930:21",1930,"miles",21,5,123,4.0650406504065,7
"1930:21",1930,"early",21,5,123,4.0650406504065,7
"1930:21",1930,"Great",21,5,123,4.0650406504065,7
"1930:21",1930,"Conference",21,5,123,4.0650406504065,7
"1930:21",1930,"house",21,5,123,4.0650406504065,7
"1930:21",1930,"official",21,5,123,4.0650406504065,7
"1930:21",1930,"ami",21,5,123,4.0650406504065,7
"1930:21",1930,"account",21,5,123,4.0650406504065,7
"1930:21",1930,"Imperial",21,5,123,4.0650406504065,7
"1930:21",1930,"States",21,5,123,4.0650406504065,7
"1931:5",1931,"Chinese",5,89,805,11.055900621118,1
"1931:5",1931,"Singapore",5,85,805,10.5590062111801,1
"1931:5",1931,"London",5,72,805,8.94409937888199,1
"1931:5",1931,"Government",5,67,805,8.32298136645963,1
"1931:5",1931,"Sir",5,65,805,8.07453416149068,1
"1931:5",1931,"Court",5,47,805,5.83850931677019,1
"1931:5",1931,"Kuala",5,43,805,5.3416149068323,1
"1931:5",1931,"recently",5,42,805,5.21739130434783,1
"1931:5",1931,"Editor",5,40,805,4.96894409937888,1
"1931:5",1931,"Lumpur",5,38,805,4.72049689440994,1
"1931:5",1931,"Penang",5,38,805,4.72049689440994,1
"1931:6",1931,"Shanghai",6,257,2100,12.2380952380952,2
"1931:6",1931,"London",6,215,2100,10.2380952380952,2
"1931:6",1931,"Government",6,194,2100,9.23809523809524,2
"1931:6",1931,"Chinese",6,182,2100,8.66666666666667,2
"1931:6",1931,"Canton",6,167,2100,7.95238095238095,2
"1931:6",1931,"Kong",6,150,2100,7.14285714285714,2
"1931:6",1931,"Hong",6,146,2100,6.95238095238095,2
"1931:6",1931,"China",6,134,2100,6.38095238095238,2
"1931:6",1931,"British",6,133,2100,6.33333333333333,2
"1931:6",1931,"Singapore",6,127,2100,6.04761904761905,2
"1931:9",1931,"London",9,1415,3379,41.8762947617638,3
"1931:9",1931,"Rubber",9,939,3379,27.7892867712341,3
"1931:9",1931,"Spot",9,674,3379,19.9467298017165,3
"1931:9",1931,"Tin",9,663,3379,19.621189701095,3
"1931:9",1931,"York",9,642,3379,18.999704054454,3
"1931:9",1931,"Market",9,497,3379,14.7084936371708,3
"1931:9",1931,"Prices",9,490,3379,14.5013317549571,3
"1931:9",1931,"Singapore",9,484,3379,14.3237644273454,3
"1931:9",1931,"report",9,483,3379,14.2941698727434,3
"1931:9",1931,"Sheet",9,441,3379,13.0511985794614,3
"1931:10",1931,"Singapore",10,356,1525,23.344262295082,4
"1931:10",1931,"Phone",10,213,1525,13.9672131147541,4
"1931:10",1931,"Zoo",10,110,1525,7.21311475409836,4
"1931:10",1931,"article",10,108,1525,7.08196721311475,4
"1931:10",1931,"leave",10,104,1525,6.81967213114754,4
"1931:10",1931,"Malaya",10,98,1525,6.42622950819672,4
"1931:10",1931,"home",10,98,1525,6.42622950819672,4
"1931:10",1931,"Tan",10,97,1525,6.36065573770492,4
"1931:10",1931,"British",10,90,1525,5.9016393442623,4
"1931:10",1931,"appointed",10,86,1525,5.63934426229508,4
"1931:10",1931,"late",10,80,1525,5.24590163934426,4
"1931:12",1931,"Singapore",12,1053,4998,21.0684273709484,5
"1931:12",1931,"Chinese",12,657,4998,13.1452581032413,5
"1931:12",1931,"London",12,550,4998,11.0044017607043,5
"1931:12",1931,"Government",12,408,4998,8.16326530612245,5
"1931:12",1931,"morning",12,352,4998,7.04281712685074,5
"1931:12",1931,"Court",12,346,4998,6.92276910764306,5
"1931:12",1931,"Shanghai",12,339,4998,6.78271308523409,5
"1931:12",1931,"Justice",12,331,4998,6.62264905962385,5
"1931:12",1931,"Kuala",12,327,4998,6.54261704681873,5
"1931:12",1931,"Lumpur",12,297,4998,5.94237695078031,5
"1931:15",1931,"London",15,192,1428,13.4453781512605,6
"1931:15",1931,"Singapore",15,120,1428,8.40336134453782,6
"1931:15",1931,"British",15,94,1428,6.58263305322129,6
"1931:15",1931,"Sir",15,77,1428,5.3921568627451,6
"1931:15",1931,"recently",15,74,1428,5.18207282913165,6
"1931:15",1931,"Club",15,69,1428,4.83193277310924,6
"1931:15",1931,"car",15,67,1428,4.69187675070028,6
"1931:15",1931,"meeting",15,66,1428,4.6218487394958,6
"1931:15",1931,"Government",15,63,1428,4.41176470588235,6
"1931:15",1931,"many",15,62,1428,4.34173669467787,6
"1931:20",1931,"Singapore",20,36,185,19.4594594594595,7
"1931:20",1931,"shows",20,35,185,18.9189189189189,7
"1931:20",1931,"picture",20,30,185,16.2162162162162,7
"1931:20",1931,"left",20,26,185,14.0540540540541,7
"1931:20",1931,"Planet",20,22,185,11.8918918918919,7
"1931:20",1931,"Central",20,21,185,11.3513513513514,7
"1931:20",1931,"News",20,21,185,11.3513513513514,7
"1931:20",1931,"right",20,21,185,11.3513513513514,7
"1931:20",1931,"London",20,21,185,11.3513513513514,7
"1931:20",1931,"photograph",20,21,185,11.3513513513514,7
"1931:20",1931,"Miss",20,20,185,10.8108108108108,7
"1931:20",1931,"British",20,17,185,9.18918918918919,7
"1931:20",1931,"Selangor",20,11,185,5.94594594594595,7
"1931:20",1931,"Press",20,10,185,5.40540540540541,7
"1931:20",1931,"Royal",20,10,185,5.40540540540541,7
"1931:20",1931,"Lumpur",20,10,185,5.40540540540541,7
"1931:20",1931,"French",20,10,185,5.40540540540541,7
"1932:1",1932,"London",1,182,632,28.7974683544304,1
"1932:1",1932,"Singapore",1,82,632,12.9746835443038,1
"1932:1",1932,"Spot",1,62,632,9.81012658227848,1
"1932:1",1932,"Shanghai",1,38,632,6.0126582278481,1
"1932:1",1932,"Lumpur",1,38,632,6.0126582278481,1
"1932:1",1932,"Kuala",1,36,632,5.69620253164557,1
"1932:1",1932,"Government",1,34,632,5.37974683544304,1
"1932:1",1932,"Sir",1,33,632,5.22151898734177,1
"1932:1",1932,"Chinese",1,33,632,5.22151898734177,1
"1932:1",1932,"Japanese",1,33,632,5.22151898734177,1
"1932:1",1932,"prices",1,32,632,5.06329113924051,1
"1932:1",1932,"British",1,30,632,4.74683544303798,1
"1932:1",1932,"closing",1,28,632,4.43037974683544,1
"1932:2",1932,"Singapore",2,22,279,7.88530465949821,2
"1932:2",1932,"London",2,18,279,6.45161290322581,2
"1932:2",1932,"Court",2,13,279,4.6594982078853,2
"1932:2",1932,"woman",2,13,279,4.6594982078853,2
"1932:2",1932,"Sir",2,12,279,4.3010752688172,2
"1932:2",1932,"famous",2,12,279,4.3010752688172,2
"1932:2",1932,"recently",2,12,279,4.3010752688172,2
"1932:2",1932,"time",2,11,279,3.9426523297491,2
"1932:2",1932,"many",2,11,279,3.9426523297491,2
"1932:2",1932,"article",2,10,279,3.584229390681,2
"1932:2",1932,"Road",2,10,279,3.584229390681,2
"1932:2",1932,"George",2,9,279,3.2258064516129,2
"1932:2",1932,"British",2,9,279,3.2258064516129,2
"1932:2",1932,"men",2,9,279,3.2258064516129,2
"1932:2",1932,"story",2,9,279,3.2258064516129,2
"1932:2",1932,"women",2,9,279,3.2258064516129,2
"1932:2",1932,"John",2,8,279,2.8673835125448,2
"1932:2",1932,"Christmas",2,8,279,2.8673835125448,2
"1932:2",1932,"Paris",2,8,279,2.8673835125448,2
"1932:2",1932,"public",2,8,279,2.8673835125448,2
"1932:2",1932,"number",2,7,279,2.5089605734767,2
"1932:2",1932,"writer",2,7,279,2.5089605734767,2
"1932:2",1932,"Old",2,7,279,2.5089605734767,2
"1932:2",1932,"recent",2,7,279,2.5089605734767,2
"1932:2",1932,"Police",2,7,279,2.5089605734767,2
"1932:2",1932,"thr",2,7,279,2.5089605734767,2
"1932:2",1932,"Limerick",2,7,279,2.5089605734767,2
"1932:2",1932,"dead",2,7,279,2.5089605734767,2
"1932:2",1932,"United",2,7,279,2.5089605734767,2
"1932:2",1932,"wife",2,7,279,2.5089605734767,2
"1932:2",1932,"four",2,6,279,2.1505376344086,2
"1932:2",1932,"prize",2,6,279,2.1505376344086,2
"1932:2",1932,"Great",2,6,279,2.1505376344086,2
"1932:2",1932,"Street",2,6,279,2.1505376344086,2
"1932:2",1932,"great",2,6,279,2.1505376344086,2
"1932:2",1932,"received",2,6,279,2.1505376344086,2
"1932:2",1932,"Malaya",2,6,279,2.1505376344086,2
"1932:2",1932,"Berlin",2,6,279,2.1505376344086,2
"1932:2",1932,"Story",2,6,279,2.1505376344086,2
"1932:2",1932,"Exhibition",2,6,279,2.1505376344086,2
"1932:2",1932,"unfinished",2,6,279,2.1505376344086,2
"1932:2",1932,"India",2,6,279,2.1505376344086,2
"1932:2",1932,"interest",2,6,279,2.1505376344086,2
"1932:2",1932,"little",2,6,279,2.1505376344086,2
"1932:2",1932,"Amazing",2,6,279,2.1505376344086,2
"1932:2",1932,"general",2,6,279,2.1505376344086,2
"1932:2",1932,"King",2,6,279,2.1505376344086,2
"1932:2",1932,"thought",2,6,279,2.1505376344086,2
"1932:2",1932,"must",2,6,279,2.1505376344086,2
"1932:2",1932,"end",2,6,279,2.1505376344086,2
"1932:2",1932,"ten",2,6,279,2.1505376344086,2
"1932:2",1932,"ships",2,6,279,2.1505376344086,2
"1932:2",1932,"set",2,6,279,2.1505376344086,2
"1932:3",1932,"tons",3,671,1735,38.6743515850144,3
"1932:3",1932,"Wharf",3,443,1735,25.5331412103746,3
"1932:3",1932,"Maru",3,351,1735,20.2305475504323,3
"1932:3",1932,"Nil",3,342,1735,19.7118155619597,3
"1932:3",1932,"Dock",3,312,1735,17.9827089337176,3
"1932:3",1932,"Brit",3,280,1735,16.1383285302594,3
"1932:3",1932,"Singapore",3,260,1735,14.985590778098,3
"1932:3",1932,"Lch",3,182,1735,10.4899135446686,3
"1932:3",1932,"Main",3,161,1735,9.27953890489914,3
"1932:3",1932,"expected",3,152,1735,8.76080691642651,3
"1932:6",1932,"Chinese",6,190,1927,9.85988583290088,4
"1932:6",1932,"Sir",6,187,1927,9.70420342501297,4
"1932:6",1932,"London",6,165,1927,8.56253243383498,4
"1932:6",1932,"Shanghai",6,153,1927,7.93980280228334,4
"1932:6",1932,"Government",6,138,1927,7.1613907628438,4
"1932:6",1932,"Editor",6,129,1927,6.69434353918007,4
"1932:6",1932,"British",6,119,1927,6.17540217955371,4
"1932:6",1932,"Japanese",6,109,1927,5.65646081992735,4
"1932:6",1932,"Singapore",6,102,1927,5.29320186818889,4
"1932:6",1932,"Calcutta",6,89,1927,4.61857810067462,4
"1932:9",1932,"London",9,1277,3048,41.8963254593176,5
"1932:9",1932,"Rubber",9,579,3048,18.996062992126,5
"1932:9",1932,"report",9,457,3048,14.99343832021,5
"1932:9",1932,"Singapore",9,425,3048,13.9435695538058,5
"1932:9",1932,"Tin",9,356,3048,11.6797900262467,5
"1932:9",1932,"Spot",9,341,3048,11.1876640419948,5
"1932:9",1932,"market",9,330,3048,10.8267716535433,5
"1932:9",1932,"Closing",9,319,3048,10.4658792650919,5
"1932:9",1932,"meeting",9,314,3048,10.3018372703412,5
"1932:9",1932,"York",9,275,3048,9.02230971128609,5
"1932:15",1932,"London",15,265,1766,15.0056625141563,6
"1932:15",1932,"Club",15,149,1766,8.43714609286523,6
"1932:15",1932,"Singapore",15,125,1766,7.07814269535674,6
"1932:15",1932,"Chinese",15,115,1766,6.5118912797282,6
"1932:15",1932,"British",15,107,1766,6.05889014722537,6
"1932:15",1932,"Sir",15,104,1766,5.88901472253681,6
"1932:15",1932,"match",15,98,1766,5.54926387315968,6
"1932:15",1932,"Kuala",15,87,1766,4.92638731596829,6
"1932:15",1932,"played",15,77,1766,4.36013590033975,6
"1932:15",1932,"Lumpur",15,76,1766,4.3035107587769,6
"1932:16",1932,"London",16,236,1820,12.967032967033,7
"1932:16",1932,"Singapore",16,162,1820,8.9010989010989,7
"1932:16",1932,"Sir",16,148,1820,8.13186813186813,7
"1932:16",1932,"Chinese",16,142,1820,7.8021978021978,7
"1932:16",1932,"Government",16,125,1820,6.86813186813187,7
"1932:16",1932,"British",16,114,1820,6.26373626373626,7
"1932:16",1932,"meeting",16,84,1820,4.61538461538462,7
"1932:16",1932,"Shanghai",16,81,1820,4.45054945054945,7
"1932:16",1932,"Editor",16,81,1820,4.45054945054945,7
"1932:16",1932,"Kuala",16,79,1820,4.34065934065934,7
"1932:16",1932,"Court",16,76,1820,4.17582417582418,7
"1933:1",1933,"London",1,238,701,33.9514978601997,1
"1933:1",1933,"Spot",1,124,701,17.6890156918688,1
"1933:1",1933,"Singapore",1,101,701,14.4079885877318,1
"1933:1",1933,"Market",1,82,701,11.69757489301,1
"1933:1",1933,"Sellers",1,78,701,11.1269614835949,1
"1933:1",1933,"Buyers",1,70,701,9.98573466476462,1
"1933:1",1933,"Chinese",1,53,701,7.56062767475036,1
"1933:1",1933,"supplied",1,47,701,6.70470756062767,1
"1933:1",1933,"Standard",1,47,701,6.70470756062767,1
"1933:1",1933,"tone",1,41,701,5.84878744650499,1
"1933:1",1933,"York",1,41,701,5.84878744650499,1
"1933:1",1933,"British",1,40,701,5.70613409415121,1
"1933:3",1933,"tons",3,1137,2456,46.2947882736156,2
"1933:3",1933,"Wharf",3,780,2456,31.7589576547231,2
"1933:3",1933,"Dock",3,578,2456,23.5342019543974,2
"1933:3",1933,"Nil",3,521,2456,21.2133550488599,2
"1933:3",1933,"Lch",3,362,2456,14.7394136807818,2
"1933:3",1933,"Brit",3,361,2456,14.6986970684039,2
"1933:3",1933,"Singapore",3,318,2456,12.9478827361564,2
"1933:3",1933,"expected",3,261,2456,10.6270358306189,2
"1933:3",1933,"Main",3,254,2456,10.3420195439739,2
"1933:3",1933,"Dut",3,228,2456,9.28338762214984,2
"1933:4",1933,"London",4,20,286,6.99300699300699,3
"1933:4",1933,"Chinese",4,17,286,5.94405594405594,3
"1933:4",1933,"time",4,14,286,4.89510489510489,3
"1933:4",1933,"billiards",4,13,286,4.54545454545455,3
"1933:4",1933,"Road",4,13,286,4.54545454545455,3
"1933:4",1933,"wife",4,12,286,4.1958041958042,3
"1933:4",1933,"Police",4,11,286,3.84615384615385,3
"1933:4",1933,"meeting",4,11,286,3.84615384615385,3
"1933:4",1933,"woman",4,11,286,3.84615384615385,3
"1933:4",1933,"world",4,10,286,3.4965034965035,3
"1933:4",1933,"French",4,10,286,3.4965034965035,3
"1933:4",1933,"British",4,10,286,3.4965034965035,3
"1933:4",1933,"York",4,10,286,3.4965034965035,3
"1933:4",1933,"recently",4,10,286,3.4965034965035,3
"1933:4",1933,"Singapore",4,10,286,3.4965034965035,3
"1933:4",1933,"John",4,9,286,3.14685314685315,3
"1933:4",1933,"men",4,9,286,3.14685314685315,3
"1933:4",1933,"Court",4,9,286,3.14685314685315,3
"1933:4",1933,"aged",4,9,286,3.14685314685315,3
"1933:4",1933,"story",4,9,286,3.14685314685315,3
"1933:4",1933,"large",4,8,286,2.7972027972028,3
"1933:4",1933,"young",4,8,286,2.7972027972028,3
"1933:4",1933,"Old",4,8,286,2.7972027972028,3
"1933:4",1933,"Malayans",4,8,286,2.7972027972028,3
"1933:4",1933,"Malayan",4,8,286,2.7972027972028,3
"1933:4",1933,"Billiards",4,8,286,2.7972027972028,3
"1933:4",1933,"girl",4,8,286,2.7972027972028,3
"1933:4",1933,"Association",4,8,286,2.7972027972028,3
"1933:4",1933,"Cueman",4,8,286,2.7972027972028,3
"1933:4",1933,"German",4,8,286,2.7972027972028,3
"1933:4",1933,"annual",4,8,286,2.7972027972028,3
"1933:4",1933,"old",4,7,286,2.44755244755245,3
"1933:4",1933,"premises",4,7,286,2.44755244755245,3
"1933:4",1933,"Mainly",4,7,286,2.44755244755245,3
"1933:4",1933,"Paris",4,7,286,2.44755244755245,3
"1933:4",1933,"Malaya",4,7,286,2.44755244755245,3
"1933:4",1933,"Poultry",4,7,286,2.44755244755245,3
"1933:4",1933,"husband",4,7,286,2.44755244755245,3
"1933:4",1933,"Volunteer",4,7,286,2.44755244755245,3
"1933:4",1933,"Woods",4,7,286,2.44755244755245,3
"1933:4",1933,"ami",4,7,286,2.44755244755245,3
"1933:4",1933,"poultry",4,7,286,2.44755244755245,3
"1933:4",1933,"seen",4,7,286,2.44755244755245,3
"1933:4",1933,"died",4,7,286,2.44755244755245,3
"1933:4",1933,"shot",4,7,286,2.44755244755245,3
"1933:4",1933,"general",4,7,286,2.44755244755245,3
"1933:4",1933,"good",4,7,286,2.44755244755245,3
"1933:4",1933,"beat",4,7,286,2.44755244755245,3
"1933:4",1933,"every",4,7,286,2.44755244755245,3
"1933:4",1933,"Something",4,7,286,2.44755244755245,3
"1933:4",1933,"Indian",4,7,286,2.44755244755245,3
"1933:4",1933,"home",4,7,286,2.44755244755245,3
"1933:8",1933,"Singapore",8,2710,4534,59.7706219673577,4
"1933:8",1933,"London",8,2544,4534,56.1093956771063,4
"1933:8",1933,"Tin",8,1222,4534,26.9519188354654,4
"1933:8",1933,"red",8,1098,4534,24.2170269078077,4
"1933:8",1933,"sight",8,1097,4534,24.1949713277459,4
"1933:8",1933,"Municipal",8,986,4534,21.746801940891,4
"1933:8",1933,"Buyers",8,861,4534,18.9898544331716,4
"1933:8",1933,"Sellers",8,791,4534,17.4459638288487,4
"1933:8",1933,"nom",8,769,4534,16.9607410674901,4
"1933:8",1933,"Prices",8,727,4534,16.0344067048963,4
"1933:11",1933,"London",11,1560,5831,26.7535585662837,5
"1933:11",1933,"British",11,662,5831,11.3531126736409,5
"1933:11",1933,"Government",11,658,5831,11.2845138055222,5
"1933:11",1933,"Japanese",11,465,5831,7.97461841879609,5
"1933:11",1933,"Berlin",11,451,5831,7.73452238038072,5
"1933:11",1933,"Sir",11,433,5831,7.42582747384668,5
"1933:11",1933,"Minister",11,397,5831,6.8084376607786,5
"1933:11",1933,"Chinese",11,369,5831,6.32824558394787,5
"1933:11",1933,"Paris",11,360,5831,6.17389813068084,5
"1933:11",1933,"Washington",11,331,5831,5.67655633682044,5
"1933:15",1933,"Club",15,337,2094,16.0936007640879,6
"1933:15",1933,"Singapore",15,318,2094,15.1862464183381,6
"1933:15",1933,"London",15,264,2094,12.6074498567335,6
"1933:15",1933,"match",15,260,2094,12.4164278892073,6
"1933:15",1933,"Cup",15,216,2094,10.3151862464183,6
