"word","index","year","page","frequency","articleCount","stfreq","pagegroup","category","pagegrpnew","decade"
"Singapore","1902:4",1902,4,226,2697,8.37968112717835,3,"Persons and Places","middle","1900"
"British","1902:4",1902,4,197,2697,7.30441230997405,3,"Politics and Power","middle","1900"
"Lord","1902:4",1902,4,194,2697,7.19317760474601,3,"Persons and Places","middle","1900"
"Government","1902:4",1902,4,176,2697,6.52576937337783,3,"Politics and Power","middle","1900"
"King","1902:4",1902,4,157,2697,5.82128290693363,3,"Politics and Power","middle","1900"
"Sir","1902:4",1902,4,151,2697,5.59881349647757,3,"Persons and Places","middle","1900"
"morning","1902:4",1902,4,115,2697,4.26399703374119,3,"Events and Society ","middle","1900"
"Coronation","1902:4",1902,4,103,2697,3.81905821282907,3,"Politics and Power","middle","1900"
"Coffee","1902:5",1902,5,627,2532,24.7630331753554,4,"Business and Commerce","middle","1900"
"Singapore","1902:5",1902,5,474,2532,18.7203791469194,4,"Persons and Places","middle","1900"
"Bali","1902:5",1902,5,373,2532,14.7314375987362,4,"Persons and Places","middle","1900"
"Sago","1902:5",1902,5,328,2532,12.9541864139021,4,"Business and Commerce","middle","1900"
"basis","1902:5",1902,5,272,2532,10.7424960505529,4,"Events and Society ","middle","1900"
"Sarawak","1902:5",1902,5,231,2532,9.12322274881517,4,"Persons and Places","middle","1900"
"White","1902:5",1902,5,226,2532,8.92575039494471,4,"Business and Commerce","middle","1900"
"Pepper","1902:5",1902,5,220,2532,8.68878357030016,4,"Business and Commerce","middle","1900"
"Brunei","1902:5",1902,5,216,2532,8.53080568720379,4,"Persons and Places","middle","1900"
"Pearl","1902:5",1902,5,210,2532,8.29383886255924,4,"Business and Commerce","middle","1900"
"Brit","1902:8",1902,8,606,1861,32.5631380977969,5,"Politics and Power","middle","1900"
"Port","1902:8",1902,8,490,1861,26.3299301450833,5,"Business and Commerce","middle","1900"
"Hongkong","1902:8",1902,8,444,1861,23.8581407845244,5,"Persons and Places","middle","1900"
"left","1902:8",1902,8,396,1861,21.2788823213326,5,"Events and Society ","middle","1900"
"name","1902:8",1902,8,368,1861,19.7743148844707,5,"Events and Society ","middle","1900"
"Dut","1902:8",1902,8,358,1861,19.2369693713057,5,"Persons and Places","middle","1900"
"Meyer","1902:8",1902,8,331,1861,17.7861364857603,5,"Persons and Places","middle","1900"
"Mansfield","1902:8",1902,8,318,1861,17.0875873186459,5,"Persons and Places","middle","1900"
"Singapore","1902:8",1902,8,318,1861,17.0875873186459,5,"Persons and Places","middle","1900"
"Bangkok","1902:8",1902,8,306,1861,16.4427727028479,5,"Persons and Places","middle","1900"
"Coffee","1903:1",1903,1,46,119,38.655462184874,1,"Business and Commerce","front","1900"
"Sago","1903:1",1903,1,28,119,23.5294117647059,1,"Business and Commerce","front","1900"
"Sarawak","1903:1",1903,1,18,119,15.1260504201681,1,"Persons and Places","front","1900"
"Pearl","1903:1",1903,1,17,119,14.2857142857143,1,"Business and Commerce","front","1900"
"Copra","1903:1",1903,1,16,119,13.4453781512605,1,"Persons and Places","front","1900"
"Pepper","1903:1",1903,1,16,119,13.4453781512605,1,"Business and Commerce","front","1900"
"Black","1903:1",1903,1,15,119,12.6050420168067,1,"Persons and Places","front","1900"
"Singapore","1903:1",1903,1,15,119,12.6050420168067,1,"Persons and Places","front","1900"
"Bali","1903:1",1903,1,14,119,11.7647058823529,1,"Persons and Places","front","1900"
"Brunei","1903:1",1903,1,14,119,11.7647058823529,1,"Persons and Places","front","1900"
"White","1903:1",1903,1,14,119,11.7647058823529,1,"Business and Commerce","front","1900"
"Ball","1903:1",1903,1,11,119,9.2436974789916,1,"Persons and Places","front","1900"
"company","1903:1",1903,1,10,119,8.40336134453782,1,"Business and Commerce","front","1900"
"Liberian","1903:1",1903,1,10,119,8.40336134453782,1,"Persons and Places","front","1900"
"Gambler","1903:1",1903,1,9,119,7.56302521008403,1,"Persons and Places","front","1900"
"London","1903:2",1903,2,94,768,12.2395833333333,2,"Persons and Places","front","1900"
"report","1903:2",1903,2,47,768,6.11979166666667,2,"Events and Society ","front","1900"
"Singapore","1903:2",1903,2,44,768,5.72916666666667,2,"Persons and Places","front","1900"
"British","1903:2",1903,2,43,768,5.59895833333333,2,"Politics and Power","front","1900"
"Government","1903:2",1903,2,42,768,5.46875,2,"Politics and Power","front","1900"
"article","1903:2",1903,2,42,768,5.46875,2,"Events and Society ","front","1900"
"India","1903:2",1903,2,34,768,4.42708333333333,2,"Persons and Places","front","1900"
"China","1903:2",1903,2,32,768,4.16666666666667,2,"Persons and Places","front","1900"
"time","1903:2",1903,2,32,768,4.16666666666667,2,"Events and Society ","front","1900"
"interesting","1903:2",1903,2,31,768,4.03645833333333,2,"Events and Society ","front","1900"
"Lord","1903:2",1903,2,29,768,3.77604166666667,2,"Persons and Places","front","1900"
"many","1903:2",1903,2,29,768,3.77604166666667,2,"Events and Society ","front","1900"
"recently","1903:2",1903,2,29,768,3.77604166666667,2,"Events and Society ","front","1900"
"Sir","1903:2",1903,2,28,768,3.64583333333333,2,"Persons and Places","front","1900"
"great","1903:2",1903,2,28,768,3.64583333333333,2,"Events and Society ","front","1900"
"London","1903:3",1903,3,273,889,30.7086614173228,3,"Persons and Places","middle","1900"
"Singapore","1903:3",1903,3,133,889,14.9606299212598,3,"Persons and Places","middle","1900"
"Colombo","1903:3",1903,3,105,889,11.8110236220472,3,"Persons and Places","middle","1900"
"connecting","1903:3",1903,3,100,889,11.2485939257593,3,"Events and Society ","middle","1900"
"Steamer","1903:3",1903,3,86,889,9.67379077615298,3,"Business and Commerce","middle","1900"
"Government","1903:3",1903,3,41,889,4.6119235095613,3,"Politics and Power","middle","1900"
"India","1903:3",1903,3,41,889,4.6119235095613,3,"Persons and Places","middle","1900"
"recently","1903:3",1903,3,39,889,4.38695163104612,3,"Events and Society ","middle","1900"
"British","1903:3",1903,3,35,889,3.93700787401575,3,"Politics and Power","middle","1900"
"time","1903:3",1903,3,35,889,3.93700787401575,3,"Events and Society ","middle","1900"
"London","1903:4",1903,4,265,2587,10.2435253189022,4,"Persons and Places","middle","1900"
"Government","1903:4",1903,4,191,2587,7.38306919211442,4,"Politics and Power","middle","1900"
"Singapore","1903:4",1903,4,156,2587,6.03015075376884,4,"Persons and Places","middle","1900"
"British","1903:4",1903,4,154,2587,5.95284112872053,4,"Politics and Power","middle","1900"
"King","1903:4",1903,4,129,2587,4.98647081561654,4,"Politics and Power","middle","1900"
"Russia","1903:4",1903,4,121,2587,4.67723231542327,4,"Persons and Places","middle","1900"
"Sir","1903:4",1903,4,116,2587,4.48395825280247,4,"Persons and Places","middle","1900"
"morning","1903:4",1903,4,105,2587,4.05875531503672,4,"Events and Society ","middle","1900"
"American","1903:4",1903,4,101,2587,3.90413606494009,4,"Politics and Power","middle","1900"
"Chamberlain","1903:4",1903,4,98,2587,3.78817162736761,4,"Politics and Power","middle","1900"
"Singapore","1903:5",1903,5,421,2878,14.6282140375261,5,"Persons and Places","middle","1900"
"Coffee","1903:5",1903,5,401,2878,13.9332870048645,5,"Business and Commerce","middle","1900"
"morning","1903:5",1903,5,275,2878,9.55524669909659,5,"Events and Society ","middle","1900"
"Sago","1903:5",1903,5,224,2878,7.78318276580959,5,"Business and Commerce","middle","1900"
"afternoon","1903:5",1903,5,217,2878,7.53995830437804,5,"Events and Society ","middle","1900"
"Sir","1903:5",1903,5,192,2878,6.67129951355108,5,"Persons and Places","middle","1900"
"Club","1903:5",1903,5,187,2878,6.49756775538568,5,"Politics and Power","middle","1900"
"meeting","1903:5",1903,5,172,2878,5.97637248088951,5,"Politics and Power","middle","1900"
"Honorable","1903:5",1903,5,167,2878,5.80264072272411,5,"Politics and Power","middle","1900"
"Chinese","1903:5",1903,5,161,2878,5.59416261292564,5,"Politics and Power","middle","1900"
"London","1903:6",1903,6,69,528,13.0681818181818,6,"Persons and Places","back","1900"
"Singapore","1903:6",1903,6,40,528,7.57575757575758,6,"Persons and Places","back","1900"
"report","1903:6",1903,6,34,528,6.43939393939394,6,"Events and Society ","back","1900"
"recently","1903:6",1903,6,31,528,5.87121212121212,6,"Events and Society ","back","1900"
"Government","1903:6",1903,6,30,528,5.68181818181818,6,"Politics and Power","back","1900"
"British","1903:6",1903,6,27,528,5.11363636363636,6,"Politics and Power","back","1900"
"Steamer","1903:6",1903,6,26,528,4.92424242424242,6,"Business and Commerce","back","1900"
"American","1903:6",1903,6,25,528,4.73484848484848,6,"Politics and Power","back","1900"
"time","1903:6",1903,6,25,528,4.73484848484848,6,"Events and Society ","back","1900"
"Colombo","1903:6",1903,6,24,528,4.54545454545455,6,"Persons and Places","back","1900"
"Sir","1903:6",1903,6,21,528,3.97727272727273,6,"Persons and Places","back","1900"
"interesting","1903:6",1903,6,21,528,3.97727272727273,6,"Events and Society ","back","1900"
"Brit","1903:8",1903,8,672,1812,37.0860927152318,7,"Politics and Power","back","1900"
"Port","1903:8",1903,8,393,1812,21.6887417218543,7,"Business and Commerce","back","1900"
"Hongkong","1903:8",1903,8,321,1812,17.7152317880795,7,"Persons and Places","back","1900"
"Dut","1903:8",1903,8,303,1812,16.7218543046358,7,"Persons and Places","back","1900"
"Bangkok","1903:8",1903,8,299,1812,16.5011037527594,7,"Persons and Places","back","1900"
"name","1903:8",1903,8,281,1812,15.5077262693157,7,"Events and Society ","back","1900"
"Tor","1903:8",1903,8,271,1812,14.9558498896247,7,"Persons and Places","back","1900"
"Steamer","1903:8",1903,8,246,1812,13.5761589403974,7,"Business and Commerce","back","1900"
"used","1903:8",1903,8,239,1812,13.1898454746137,7,"Events and Society ","back","1900"
"Singapore","1904:1",1904,1,43,380,11.3157894736842,1,"Persons and Places","front","1900"
"morning","1904:1",1904,1,23,380,6.05263157894737,1,"Events and Society ","front","1900"
"Japanese","1904:1",1904,1,21,380,5.52631578947368,1,"Politics and Power","front","1900"
"afternoon","1904:1",1904,1,18,380,4.73684210526316,1,"Events and Society ","front","1900"
"London","1904:1",1904,1,15,380,3.94736842105263,1,"Persons and Places","front","1900"
"arrived","1904:1",1904,1,15,380,3.94736842105263,1,"Events and Society ","front","1900"
"Chinese","1904:1",1904,1,14,380,3.68421052631579,1,"Politics and Power","front","1900"
"Tin","1904:1",1904,1,14,380,3.68421052631579,1,"Business and Commerce","front","1900"
"Club","1904:1",1904,1,13,380,3.42105263157895,1,"Politics and Power","front","1900"
"Court","1904:1",1904,1,13,380,3.42105263157895,1,"Politics and Power","front","1900"
"Sermon","1904:1",1904,1,12,380,3.15789473684211,1,"Events and Society ","front","1900"
"company","1904:1",1904,1,11,380,2.89473684210526,1,"Business and Commerce","front","1900"
"left","1904:1",1904,1,11,380,2.89473684210526,1,"Events and Society ","front","1900"
"report","1904:1",1904,1,11,380,2.89473684210526,1,"Events and Society ","front","1900"
"time","1904:1",1904,1,11,380,2.89473684210526,1,"Events and Society ","front","1900"
"Singapore","1904:5",1904,5,388,3828,10.1358411703239,2,"Persons and Places","front","1900"
"morning","1904:5",1904,5,215,3828,5.61650992685475,2,"Events and Society ","front","1900"
"afternoon","1904:5",1904,5,208,3828,5.43364681295716,2,"Events and Society ","front","1900"
"Chinese","1904:5",1904,5,187,3828,4.88505747126437,2,"Politics and Power","front","1900"
"Court","1904:5",1904,5,187,3828,4.88505747126437,2,"Politics and Power","front","1900"
"Japanese","1904:5",1904,5,172,3828,4.4932079414838,2,"Politics and Power","front","1900"
"Tin","1904:5",1904,5,164,3828,4.28422152560084,2,"Business and Commerce","front","1900"
"arrived","1904:5",1904,5,140,3828,3.65726227795193,2,"Events and Society ","front","1900"
"Club","1904:5",1904,5,137,3828,3.57889237199582,2,"Politics and Power","front","1900"
"case","1904:5",1904,5,136,3828,3.55276907001045,2,"Events and Society ","front","1900"
"Sir","1904:5",1904,5,130,3828,3.39602925809822,2,"Persons and Places","front","1900"
"London","1904:10",1904,10,43,577,7.45233968804159,3,"Persons and Places","middle","1900"
"Tin","1904:10",1904,10,34,577,5.89254766031196,3,"Business and Commerce","middle","1900"
"Colombo","1904:10",1904,10,31,577,5.37261698440208,3,"Persons and Places","middle","1900"
"Simons","1904:10",1904,10,31,577,5.37261698440208,3,"Persons and Places","middle","1900"
"Singapore","1904:10",1904,10,31,577,5.37261698440208,3,"Persons and Places","middle","1900"
"Ltd","1904:10",1904,10,28,577,4.8526863084922,3,"Business and Commerce","middle","1900"
"British","1904:10",1904,10,27,577,4.67937608318891,3,"Politics and Power","middle","1900"
"French","1904:10",1904,10,25,577,4.33275563258232,3,"Persons and Places","middle","1900"
"China","1904:10",1904,10,23,577,3.98613518197574,3,"Persons and Places","middle","1900"
"Thailand","1904:10",1904,10,23,577,3.98613518197574,3,"Persons and Places","middle","1900"
"Dutch","1904:10",1904,10,22,577,3.81282495667244,3,"Persons and Places","middle","1900"
"Meyer","1904:10",1904,10,22,577,3.81282495667244,3,"Persons and Places","middle","1900"
"name","1904:10",1904,10,22,577,3.81282495667244,3,"Events and Society ","middle","1900"
"Steamer","1904:10",1904,10,22,577,3.81282495667244,3,"Business and Commerce","middle","1900"
"Coy","1904:10",1904,10,21,577,3.63951473136915,3,"Business and Commerce","middle","1900"
"United","1904:10",1904,10,19,577,3.29289428076256,3,"Persons and Places","middle","1900"
"Tin","1904:15",1904,15,35,218,16.0550458715596,4,"Business and Commerce","middle","1900"
"Thailand","1904:15",1904,15,15,218,6.88073394495413,4,"Persons and Places","middle","1900"
"Japanese","1904:15",1904,15,12,218,5.5045871559633,4,"Politics and Power","middle","1900"
"ill","1904:15",1904,15,12,218,5.5045871559633,4,"Events and Society ","middle","1900"
"Singapore","1904:15",1904,15,10,218,4.58715596330275,4,"Persons and Places","middle","1900"
"Arthur","1904:15",1904,15,9,218,4.12844036697248,4,"Persons and Places","middle","1900"
"London","1904:15",1904,15,9,218,4.12844036697248,4,"Persons and Places","middle","1900"
"Hongkong","1904:15",1904,15,7,218,3.21100917431193,4,"Persons and Places","middle","1900"
"Japan","1904:15",1904,15,7,218,3.21100917431193,4,"Persons and Places","middle","1900"
"Port","1904:15",1904,15,7,218,3.21100917431193,4,"Business and Commerce","middle","1900"
"time","1904:15",1904,15,7,218,3.21100917431193,4,"Events and Society ","middle","1900"
"Borneo","1904:15",1904,15,6,218,2.75229357798165,4,"Persons and Places","middle","1900"
"British","1904:15",1904,15,6,218,2.75229357798165,4,"Politics and Power","middle","1900"
"Colombo","1904:15",1904,15,6,218,2.75229357798165,4,"Persons and Places","middle","1900"
"Russia","1904:15",1904,15,6,218,2.75229357798165,4,"Persons and Places","middle","1900"
"appeared","1904:15",1904,15,6,218,2.75229357798165,4,"Events and Society ","middle","1900"
"Lord","1904:15",1904,15,5,218,2.29357798165138,4,"Persons and Places","middle","1900"
"Sir","1904:15",1904,15,5,218,2.29357798165138,4,"Persons and Places","middle","1900"
"case","1904:15",1904,15,5,218,2.29357798165138,4,"Events and Society ","middle","1900"
"many","1904:15",1904,15,5,218,2.29357798165138,4,"Events and Society ","middle","1900"
"nut","1904:15",1904,15,5,218,2.29357798165138,4,"Business and Commerce","middle","1900"
"official","1904:15",1904,15,5,218,2.29357798165138,4,"Politics and Power","middle","1900"
"received","1904:15",1904,15,5,218,2.29357798165138,4,"Events and Society ","middle","1900"
"Steamer","1904:15",1904,15,5,218,2.29357798165138,4,"Business and Commerce","middle","1900"
"work","1904:15",1904,15,5,218,2.29357798165138,4,"Events and Society ","middle","1900"
"Tin","1904:20",1904,20,35,218,16.0550458715596,5,"Business and Commerce","middle","1900"
"Thailand","1904:20",1904,20,15,218,6.88073394495413,5,"Persons and Places","middle","1900"
"Japanese","1904:20",1904,20,12,218,5.5045871559633,5,"Politics and Power","middle","1900"
"ill","1904:20",1904,20,12,218,5.5045871559633,5,"Events and Society ","middle","1900"
"Singapore","1904:20",1904,20,10,218,4.58715596330275,5,"Persons and Places","middle","1900"
"Arthur","1904:20",1904,20,9,218,4.12844036697248,5,"Persons and Places","middle","1900"
"London","1904:20",1904,20,9,218,4.12844036697248,5,"Persons and Places","middle","1900"
"Hongkong","1904:20",1904,20,7,218,3.21100917431193,5,"Persons and Places","middle","1900"
"Japan","1904:20",1904,20,7,218,3.21100917431193,5,"Persons and Places","middle","1900"
"Port","1904:20",1904,20,7,218,3.21100917431193,5,"Business and Commerce","middle","1900"
"time","1904:20",1904,20,7,218,3.21100917431193,5,"Events and Society ","middle","1900"
"Borneo","1904:20",1904,20,6,218,2.75229357798165,5,"Persons and Places","middle","1900"
"British","1904:20",1904,20,6,218,2.75229357798165,5,"Politics and Power","middle","1900"
"Colombo","1904:20",1904,20,6,218,2.75229357798165,5,"Persons and Places","middle","1900"
"Russia","1904:20",1904,20,6,218,2.75229357798165,5,"Persons and Places","middle","1900"
"appeared","1904:20",1904,20,6,218,2.75229357798165,5,"Events and Society ","middle","1900"
"Lord","1904:20",1904,20,5,218,2.29357798165138,5,"Persons and Places","middle","1900"
"Sir","1904:20",1904,20,5,218,2.29357798165138,5,"Persons and Places","middle","1900"
"case","1904:20",1904,20,5,218,2.29357798165138,5,"Events and Society ","middle","1900"
"many","1904:20",1904,20,5,218,2.29357798165138,5,"Events and Society ","middle","1900"
"nut","1904:20",1904,20,5,218,2.29357798165138,5,"Business and Commerce","middle","1900"
"official","1904:20",1904,20,5,218,2.29357798165138,5,"Politics and Power","middle","1900"
"received","1904:20",1904,20,5,218,2.29357798165138,5,"Events and Society ","middle","1900"
"Steamer","1904:20",1904,20,5,218,2.29357798165138,5,"Business and Commerce","middle","1900"
"work","1904:20",1904,20,5,218,2.29357798165138,5,"Events and Society ","middle","1900"
"Tin","1904:25",1904,25,35,218,16.0550458715596,6,"Business and Commerce","back","1900"
"Thailand","1904:25",1904,25,15,218,6.88073394495413,6,"Persons and Places","back","1900"
"Japanese","1904:25",1904,25,12,218,5.5045871559633,6,"Politics and Power","back","1900"
"ill","1904:25",1904,25,12,218,5.5045871559633,6,"Events and Society ","back","1900"
"Singapore","1904:25",1904,25,10,218,4.58715596330275,6,"Persons and Places","back","1900"
"Arthur","1904:25",1904,25,9,218,4.12844036697248,6,"Persons and Places","back","1900"
"London","1904:25",1904,25,9,218,4.12844036697248,6,"Persons and Places","back","1900"
"Hongkong","1904:25",1904,25,7,218,3.21100917431193,6,"Persons and Places","back","1900"
"Japan","1904:25",1904,25,7,218,3.21100917431193,6,"Persons and Places","back","1900"
"Port","1904:25",1904,25,7,218,3.21100917431193,6,"Business and Commerce","back","1900"
"time","1904:25",1904,25,7,218,3.21100917431193,6,"Events and Society ","back","1900"
"Borneo","1904:25",1904,25,6,218,2.75229357798165,6,"Persons and Places","back","1900"
"British","1904:25",1904,25,6,218,2.75229357798165,6,"Politics and Power","back","1900"
"Colombo","1904:25",1904,25,6,218,2.75229357798165,6,"Persons and Places","back","1900"
"Russia","1904:25",1904,25,6,218,2.75229357798165,6,"Persons and Places","back","1900"
"appeared","1904:25",1904,25,6,218,2.75229357798165,6,"Events and Society ","back","1900"
"Lord","1904:25",1904,25,5,218,2.29357798165138,6,"Persons and Places","back","1900"
"Sir","1904:25",1904,25,5,218,2.29357798165138,6,"Persons and Places","back","1900"
"case","1904:25",1904,25,5,218,2.29357798165138,6,"Events and Society ","back","1900"
"many","1904:25",1904,25,5,218,2.29357798165138,6,"Events and Society ","back","1900"
"nut","1904:25",1904,25,5,218,2.29357798165138,6,"Business and Commerce","back","1900"
"official","1904:25",1904,25,5,218,2.29357798165138,6,"Politics and Power","back","1900"
"received","1904:25",1904,25,5,218,2.29357798165138,6,"Events and Society ","back","1900"
"Steamer","1904:25",1904,25,5,218,2.29357798165138,6,"Business and Commerce","back","1900"
"work","1904:25",1904,25,5,218,2.29357798165138,6,"Events and Society ","back","1900"
"Tin","1904:30",1904,30,35,218,16.0550458715596,7,"Business and Commerce","back","1900"
"Thailand","1904:30",1904,30,15,218,6.88073394495413,7,"Persons and Places","back","1900"
"Japanese","1904:30",1904,30,12,218,5.5045871559633,7,"Politics and Power","back","1900"
"ill","1904:30",1904,30,12,218,5.5045871559633,7,"Events and Society ","back","1900"
"Singapore","1904:30",1904,30,10,218,4.58715596330275,7,"Persons and Places","back","1900"
"Arthur","1904:30",1904,30,9,218,4.12844036697248,7,"Persons and Places","back","1900"
"London","1904:30",1904,30,9,218,4.12844036697248,7,"Persons and Places","back","1900"
"Hongkong","1904:30",1904,30,7,218,3.21100917431193,7,"Persons and Places","back","1900"
"Japan","1904:30",1904,30,7,218,3.21100917431193,7,"Persons and Places","back","1900"
"Port","1904:30",1904,30,7,218,3.21100917431193,7,"Business and Commerce","back","1900"
"time","1904:30",1904,30,7,218,3.21100917431193,7,"Events and Society ","back","1900"
"Borneo","1904:30",1904,30,6,218,2.75229357798165,7,"Persons and Places","back","1900"
"British","1904:30",1904,30,6,218,2.75229357798165,7,"Politics and Power","back","1900"
"Colombo","1904:30",1904,30,6,218,2.75229357798165,7,"Persons and Places","back","1900"
"Russia","1904:30",1904,30,6,218,2.75229357798165,7,"Persons and Places","back","1900"
"appeared","1904:30",1904,30,6,218,2.75229357798165,7,"Events and Society ","back","1900"
"Lord","1904:30",1904,30,5,218,2.29357798165138,7,"Persons and Places","back","1900"
"Sir","1904:30",1904,30,5,218,2.29357798165138,7,"Persons and Places","back","1900"
"case","1904:30",1904,30,5,218,2.29357798165138,7,"Events and Society ","back","1900"
"many","1904:30",1904,30,5,218,2.29357798165138,7,"Events and Society ","back","1900"
"nut","1904:30",1904,30,5,218,2.29357798165138,7,"Business and Commerce","back","1900"
"official","1904:30",1904,30,5,218,2.29357798165138,7,"Politics and Power","back","1900"
"received","1904:30",1904,30,5,218,2.29357798165138,7,"Events and Society ","back","1900"
"Steamer","1904:30",1904,30,5,218,2.29357798165138,7,"Business and Commerce","back","1900"
"work","1904:30",1904,30,5,218,2.29357798165138,7,"Events and Society ","back","1900"
"Tin","1905:1",1905,1,62,342,18.1286549707602,1,"Business and Commerce","front","1900"
"Different","1905:1",1905,1,47,342,13.7426900584795,1,"Events and Society ","front","1900"
"Berthed","1905:1",1905,1,43,342,12.5730994152047,1,"Business and Commerce","front","1900"
"Wharves","1905:1",1905,1,43,342,12.5730994152047,1,"Business and Commerce","front","1900"
"Ship","1905:1",1905,1,27,342,7.89473684210526,1,"Business and Commerce","front","1900"
"Graving","1905:1",1905,1,25,342,7.30994152046784,1,"Business and Commerce","front","1900"
"ill","1905:1",1905,1,24,342,7.01754385964912,1,"Events and Society ","front","1900"
"Victoria","1905:1",1905,1,22,342,6.4327485380117,1,"Persons and Places","front","1900"
"Van","1905:1",1905,1,19,342,5.55555555555556,1,"Persons and Places","front","1900"
"Tin","1905:3",1905,3,157,755,20.794701986755,2,"Business and Commerce","front","1900"
"Urn","1905:3",1905,3,38,755,5.03311258278146,2,"Business and Commerce","front","1900"
"British","1905:3",1905,3,31,755,4.10596026490066,2,"Politics and Power","front","1900"
"Japanese","1905:3",1905,3,30,755,3.97350993377483,2,"Politics and Power","front","1900"
"Thailand","1905:3",1905,3,30,755,3.97350993377483,2,"Persons and Places","front","1900"
"time","1905:3",1905,3,26,755,3.44370860927152,2,"Events and Society ","front","1900"
"Chinese","1905:3",1905,3,25,755,3.3112582781457,2,"Politics and Power","front","1900"
"London","1905:3",1905,3,25,755,3.3112582781457,2,"Persons and Places","front","1900"
"India","1905:3",1905,3,24,755,3.17880794701987,2,"Persons and Places","front","1900"
"ill","1905:3",1905,3,23,755,3.04635761589404,2,"Events and Society ","front","1900"
"Malay","1905:3",1905,3,21,755,2.78145695364238,2,"Politics and Power","front","1900"
"Tin","1905:5",1905,5,132,4063,22.4464681269998,3,"Business and Commerce","middle","1900"
"Singapore","1905:5",1905,5,225,4063,5.5377799655427,3,"Persons and Places","middle","1900"
"morning","1905:5",1905,5,195,4063,4.79940930347034,3,"Events and Society ","middle","1900"
"Sir","1905:5",1905,5,187,4063,4.60251046025105,3,"Persons and Places","middle","1900"
"afternoon","1905:5",1905,5,168,4063,4.13487570760522,3,"Events and Society ","middle","1900"
"ill","1905:5",1905,5,136,4063,3.34728033472803,3,"Events and Society ","middle","1900"
"Japanese","1905:5",1905,5,129,4063,3.17499384691115,3,"Politics and Power","middle","1900"
"London","1905:5",1905,5,122,4063,3.00270735909427,3,"Persons and Places","middle","1900"
"Tin","1905:6",1905,6,85,686,12.3906705539359,4,"Business and Commerce","middle","1900"
"London","1905:6",1905,6,43,686,6.26822157434402,4,"Persons and Places","middle","1900"
"Rubber","1905:6",1905,6,33,686,4.81049562682216,4,"Business and Commerce","middle","1900"
"India","1905:6",1905,6,32,686,4.66472303206997,4,"Persons and Places","middle","1900"
"Japan","1905:6",1905,6,32,686,4.66472303206997,4,"Persons and Places","middle","1900"
"Ceylon","1905:6",1905,6,27,686,3.93586005830904,4,"Persons and Places","middle","1900"
"China","1905:6",1905,6,27,686,3.93586005830904,4,"Persons and Places","middle","1900"
"Thailand","1905:6",1905,6,26,686,3.79008746355685,4,"Persons and Places","middle","1900"
"Chinese","1905:6",1905,6,25,686,3.64431486880466,4,"Politics and Power","middle","1900"
"Government","1905:6",1905,6,24,686,3.49854227405248,4,"Politics and Power","middle","1900"
"many","1905:6",1905,6,24,686,3.49854227405248,4,"Events and Society ","middle","1900"
"Malay","1905:6",1905,6,23,686,3.35276967930029,4,"Politics and Power","middle","1900"
"British","1905:6",1905,6,21,686,3.06122448979592,4,"Politics and Power","middle","1900"
"Colombo","1905:6",1905,6,21,686,3.06122448979592,4,"Persons and Places","middle","1900"
"Russia","1905:6",1905,6,21,686,3.06122448979592,4,"Persons and Places","middle","1900"
"Tin","1905:7",1905,7,88,782,11.2531969309463,5,"Business and Commerce","middle","1900"
"London","1905:7",1905,7,37,782,4.73145780051151,5,"Persons and Places","middle","1900"
"British","1905:7",1905,7,35,782,4.47570332480818,5,"Politics and Power","middle","1900"
"report","1905:7",1905,7,32,782,4.0920716112532,5,"Events and Society ","middle","1900"
"Thailand","1905:7",1905,7,28,782,3.58056265984655,5,"Persons and Places","middle","1900"
"India","1905:7",1905,7,27,782,3.45268542199488,5,"Persons and Places","middle","1900"
"Japan","1905:7",1905,7,27,782,3.45268542199488,5,"Persons and Places","middle","1900"
"Sir","1905:7",1905,7,27,782,3.45268542199488,5,"Persons and Places","middle","1900"
"ill","1905:7",1905,7,27,782,3.45268542199488,5,"Events and Society ","middle","1900"
"Rubber","1905:7",1905,7,27,782,3.45268542199488,5,"Business and Commerce","middle","1900"
"Hongkong","1905:7",1905,7,26,782,3.32480818414322,5,"Persons and Places","middle","1900"
"Government","1905:7",1905,7,25,782,3.19693094629156,5,"Politics and Power","middle","1900"
"trade","1905:7",1905,7,25,782,3.19693094629156,5,"Business and Commerce","middle","1900"
"Ceylon","1905:7",1905,7,24,782,3.0690537084399,5,"Persons and Places","middle","1900"
"China","1905:7",1905,7,24,782,3.0690537084399,5,"Persons and Places","middle","1900"
"Chinese","1905:7",1905,7,24,782,3.0690537084399,5,"Politics and Power","middle","1900"
"Urn","1905:7",1905,7,24,782,3.0690537084399,5,"Business and Commerce","middle","1900"
"Private","1905:8",1905,8,506,3838,13.1839499739448,6,"Events and Society ","back","1900"
"Tin","1905:8",1905,8,496,3838,12.9233976029182,6,"Business and Commerce","back","1900"
"Bank","1905:8",1905,8,460,3838,11.9854090672225,6,"Business and Commerce","back","1900"
"Coffee","1905:8",1905,8,386,3838,10.0573215216258,6,"Business and Commerce","back","1900"
"Brit","1905:8",1905,8,265,3838,6.90463783220427,6,"Politics and Power","back","1900"
"Bali","1905:8",1905,8,263,3838,6.85252735799896,6,"Persons and Places","back","1900"
"Sago","1905:8",1905,8,257,3838,6.69619593538301,6,"Business and Commerce","back","1900"
"Sarawak","1905:8",1905,8,257,3838,6.69619593538301,6,"Persons and Places","back","1900"
"London","1905:8",1905,8,207,3838,5.39343408025013,6,"Persons and Places","back","1900"
