Date	Headline
19930728	'I'm prepared to return to labour movement any time'
19930729	Asean start to building network for stability
19930729	Businessman convicted in first horse-doping case here fined $40,000
19930731	Budget HDB flats will go on sale in October
19930731	Pay of civil  servants to be raised
19930731	PM pays tribute to Lee Ek Tieng and Pillay
19930731	Bill allows use of CPF savings to buy land to build own house
19930801	Drive to focus on shares as investments
19930801	Azman wins Spore's 1st world title in bodybuilding
19930801	Riverside comes to life at restored Boat Quay
19930801	Whatever happened to real leaders?
19930803	Teng Cheong to run for President
19930803	NMP Chia willing to contest
19930803	Boon Heng a natural successor: Labour leaders
19930804	PUB to sell electricity supply to Malaysia
19930804	ST Index up 31.34 pts
19930804	Former national athlete bitten by snake in toilet
19930804	Elected President and man-in-the-street
19930805	Polling Day for President: Aug 28
19930805	Retired civil servant tipped to contest presidency
19930805	Man jailed 4 years for rigging POSBank draw
19930805	More avenues to invest your CPF savings from Oct
19930805	Minister's Message
19930805	Managing Director's Message
19930805	First Singapore. Then The World.
19930806	A selfless man
19930806	Big loss: President
19930806	Dr Tay Eng Soon dies of acute heart failure
19930806	MRT trains collide at Clementi: 132 hurt
19930806	Train service affected by the accident
19930807	Confirmed: Ex-banker to contest
19930807	BLEEDING FOR A GOOD CAUSE
19930807	Spilled oil may be cause of MRT train collision
19930807	Panel of inquiry formed
19930808	Two charged with rigging NOL share prices in July  Both claim trial, freed on $100,000 bail
19930808	Parents put high-IQ dropout 'Boon Leong' in a home
19930809	Economy set to achieve 8% growth
19930809	FAMILY CELEBRATION
19930809	HDB chief, retired judge in N-Day awards list
19930809	Apec must take lead in revival of world economy: Suharto
19930810	The big  fraud
19930810	Chips  to go
19930811	Workers can look forward to bigger pay rises this year
19930811	The Singapore paradox
19930811	Economic growth broad-based: MTI
19930811	HEADING FOR THE TOP:
19930811	Market hits high of 1,912.14
19930812	PM Goh congratulates Japan's new premier
19930812	MUSIC FROM THE PAST
19930812	Appeal court more than triples rapist's jail term; caning ordered
19930812	Takashimaya chalks up $5m sales in first 4 days
19930813	'Singapore II' industrial township for Suzhou
19930813	Missing investors' funds: CAD seeks a director of firm
19930813	CPF Board rescinds 'March 15' ruling on investments
19930814	Teng Cheong quits Cabinet and his party
19930814	PAP 'will support his election actively'
19930814	PM's N-Day speech on Sunday
19930814	Australia offers tax rebates on illegal gains
19930814	Hotel collapses in Thailand, death toll may exceed 100
19930814	ST Index hits new high
19930815	DYING HOPES:
19930815	Japan 'planning $15b fund  to pay for World War II excesses'
19930815	Multiracial national identity remains
19930815	The whole tooth for $1m, anyone?
19930815	Who's enforcing it?
19930816	Telecom shares: 45% discount for citizens
19930816	PM's four strategies for staying ahead
19930816	Ties with China strictly business
19930816	Teng Cheong gets PM's vote
19930816	Perks for poor to encourage them to have small families
19930816	HOW SCHEME WORKS
19930817	Indonesian economy 'ready to take off'
19930817	President Wee and PM send Congrats
19930817	Gatt switches tactics by urging public to pressure governments
19930817	Panel begins inquiry into train collision
19930817	ST Index hits new high at 1,922.89
19930817	Thai hotel collapse: Maid's legs amputated to save her
19930818	6-8% of Telecom for sale in first offer
19930818	China to ban wage hikes in loss-making state firms
19930818	Market hits 1,928.34
19930818	Nomination Day for President
19930818	Waterspout spotted
19930818	Jets silenced in S. Korea for college entrance exams
19930819	Teng Cheong, Chua file their papers
19930819	ST Index blasts past 1,950
19930820	Give special bonus, Government urged
19930820	All molesters should be caned, says CJ
19930820	Parliament sits on Aug 30
19930820	128 pages
19930821	SDP kicks Chiam out
19930821	Telecom, S'pore Post to end fixed annual increments
19930821	Warning now, but not from Sept1
19930821	The house  that Jack built
19930822	New interim upgrading plan for HDB flats
19930822	WORK THOSE DOGGIE LEGS
19930822	Chiam still MP of Potong Pasir until expulsion is confirmed, says Speaker
19930822	Teng Cheong: I need strong support to have moral authority
19930822	Eight good years at the Istana
19930823	Chua: I'm running for President out of public duty
19930824	Why President needs the people's mandate
19930824	Mahathir reiterates neutral stand
19930824	Fisherman to be caned for molesting 9-year-old girl
19930824	Life
19930825	Free face-lifts for 184,000 flats from Oct
19930825	Going regional: 'Yes' to panel's recommendations
19930826	S'pore welcomes Japanese apology
19930826	Vote for me if you trust me: Chua
19930826	STI Index jumps to 1,976.09
19930827	Teng Cheong: Vital to exercise sound political judgment
19930827	Chua: Do you want PAP to dominate presidency as well?
19930827	Investing your CPF savings
19930827	ST Index breaks 2,000 mark for the first time
19930827	Chinese state firm  in bid for  takeover
19930828	Sound economic principles 'must not be ignored'
19930828	1.75m people go to the polls today to elect President
19930828	SDP — The Insight story
19930828	Nine  budget  hotels
19930829	Hie economics of  government
19930830	Teng Cheong lias won a clear mandate'
19930831	New housing styles for historic Rochor
19930831	Bills to tighten parking laws for heavy vehicles
19930831	Teng Cheong steps down as NTUC secretary-general
19930831	177,000 responses to CPF share top-up scheme
19930901	Thank you, President Wee
19930901	HE WAS GOVTS FIRST CHOICE FOR ELECTED PRESIDENT
19930901	Maizurah's tuneful 'thank you'
19930901	112 pages today
19930901	Towards a quality air force
19930902	Presidency as boost to political stability
19930902	Govt pledges not to squander reserves
19930903	ST Index at record high
19930903	S'pore Telecom promoting new share offer overseas
19930903	Singaporeans now more polite after 15 years of courtesy drive, says SM
19930903	132 pages
19930903	Washing dirty linen? We are what we are'
19930905	New Tan Tock Seng to remain affordable
19930905	Public warning exercise to be conducted islandwide on Sept 15
19930905	82 pages today
19930905	SM lights up Sentosa Merlion at qround-breakina
19930905	COMA
19930905	paradise
19930905	dock watching
19930905	Almost 100 and still keeping good chimes
19930906	Boon Heng will join NTUC 'early next month'
19930906	Teachers' pay to be adjusted, says PM
19930906	President Ong attends first official function
19930907	Mandarin drive meant to lighten students' load
19930907	NIGHT WINGS:
19930907	Victim stabs robber, but still loses $630,000
19930908	China set to see 13% economic growth: Zhu
19930908	Break-in couple with tag-along child held
19930908	Florist fined for early-moniing bid — to enter his own shop
19930909	Open U to double first intake
19930909	Caterer's death believed to be from dengue fever
19930909	Share balloting goes high-tech
19930909	US arms ban will push ties to the brink: Indonesia
19930910	Alatas hits at US 'arms for human rights' link
19930910	Good start for Anwar as 8 divisions back him
19930910	HDB owners to start voting on upgrading
19930911	PM: Country gains if candidates are better qualified
19930911	ST Index dips below 2,000
19930911	Quit if you will lose, Mahathir tells Umno candidates
19930912	PM spells out welfare policy, Spore-style
19930912	84 pages today
19930912	Arafat and Rabin to sign historic pact in Washington tomorrow
19930912	What price photo art?
19930913	Health and sport will rule Padang on Oct 3
19930913	100 pages
19930913	Monday morning malady
19930913	Single parent  &  on the  dole  in New  Zealand
19930914	Trafficker to hang after acquittal quashed
19930915	Three special schemes to help flat-owners pay for upgrading
19930915	New motorists may need special plate on road
19930915	Civil defence public warning exercise today
19930916	Chance for new beginning
19930917	Tokyo govt  announces  $90b boost for economy
19930917	Boon Heng is the new NTUC secretary-general
19930917	Taiwan-China ties eased
19930917	in Life!  today
19930917	Committed to the Asia Pacific
19930917	Elf Atochem Technincal Centre
19930917	Message  from the  Managing Director
19930918	Three young children found dead in flat
19930918	Land sales: Small developers will not be 'subsidised'
19930918	Sentosa  turns into  major  rock  venue
19930919	S'pore, Malaysia 'in friendly competition'
19930919	HEARTWARMING SHOW
19930919	Parents charged with murder of three children
19930919	76 pages today
19930920	SES to extend daily trading hours by 60 minutes from tomorrow
19930920	Chinese culture will rise  but not dominate world: Diplomats
19930920	Part-time Course
19930921	Bukit Ho Swee says 'yes' to upgrading
19930921	Major SPH newspapers report circulation records
19930921	BUS TOP RIPPED OFF
19930921	Eu linked to three firms
19930921	104 pages
19930921	Grand Opening
19930922	Asian IOC  members back Beijing
19930922	Much to learn from success of Ngee Ann Kongsi: PM
19930922	Singapore businessmen eye India
19930923	Former President Wee to be awarded Order of Temasek
19930924	148 pages
19930924	Israeli parliament gives nod to PLO peace pact
19930925	Traffic in  Bangkok can kill
19930926	OH, DEER ME
19930926	The Olympics vote and my dad
19930926	15 Simex traders order $3m worth of Lexus cars
19930926	Govt won't change law to screen polls candidates: PM
19930926	Doing up  the castle your way
19930926	When termites re-drew blueprints
19930926	THE 2000 OLYMPICS  A gold for politicking
19930926	MILLION-SELLING  AUTHOR
19930927	Report by Cost Review Committee out today
19930928	Better life, but costs  in some areas  have risen sharply
19930928	PM: Practical proposals will be implemented
19930929	2 students caught selling fake bus concession stamps
19930929	Israeli press lost chance to cover historic secret talks
19930929	S'pore trounces Brunei 8-0
19930929	At least one no-frills govt hospital — CRC
19930929	Home Renovation Loans
19930930	President Ong to visit Malaysia
19931001	ST Index up nearly 20 pts
19931001	NTUC to push for training to be part of companies' CAs
19931001	Chee Wee appointed Minister of State
19931001	MESSAGE FROM THE PRIME MINISTER, MR GOH CHOK TONG
19931001	MESSAGE FROM THE PERMANENT SECRETARY, MINISTRY OF HEALTH, DR KWA SOON BEE
19931001	Family fitness the Sugumarans' way
19931002	Call for tripartite move on skills training
19931002	Youth in molest case 'not fit' to be caned: CJ
19931003	Don't let bull market snare you, new investors told
19931003	New video game too violent, say parents
19931003	Open mobilisation
19931003	THE PATTEN REFORMS  One year after
19931004	60,000  Huge turnout at great workout
19931004	BG Lee back on exercise regime
19931004	S'pore is No. 2 in Asia, M-E for investments
19931005	Asian market reaction mixed
19931006	Vietnam's economic success vital for S-E Asia, says PM
19931007	Only weeks left to agree on HK reforms, warns Patten
19931007	S'pore suggests  UN revamp
19931007	9 foreign students held for vandalism
19931007	Day  surgery a boom
19931008	PM to Asean: Forge closer economic links
19931008	Council to vet medical research
19931008	Sex in the air goes on the air
19931008	Beijing  reasserts stand on HK legislators after 1997
19931009	S'pore to help with Vietnam master plan
19931009	Asean meeting ends with boost to links
19931009	American teenager charged with keeping stolen goods
19931009	HOW MUCH SPORE WILL BENEFIT FROM CEPT
19931009	PM to visit Hanoi next year
19931009	FAMILY PLANNING  SUCCESS
19931010	1.1 billion Telecom shares offered; trading from Nov 1
19931010	Singapore  squanders  advantage  against  Kedah
19931010	S'pore whiz-kid working on PhD with Stephen Hawking
19931010	Go regional and form bigger firms, Jaya challenges lawyers
19931010	Labuan
19931011	Boon Heng sets 6 priorities for NTUC
19931011	TAKING IN THE SIGHTS
19931011	Telecom shares to come in 2 lot sizes
19931011	Telecom to step up marketing abroad
19931013	Parliament gives GST Bill the go-ahead
19931013	Tourists to get GST refunds if they buy at least $500 worth
19931013	ST Index hits new high for second day
19931013	GLOBAL  CHALLENGE
19931014	QUEUEING INSTEAD OF KEYING
19931014	West wanted to cut China down to size: SM Lee
19931014	Boon Heng defends cost review findings
19931015	Govt 'yes' to all but five CRC proposals
19931015	Write name, IC number on Group A share forms
19931015	STI Index shoots to new all-time high
19931015	Ghafar to resign from govt post today: Sources
19931015	More graduates  are now  selling insurance
19931016	Ghafar hands in letter of resignation from posts in govt
19931016	STI Index surges past 2,100-pt barrier
19931017	Fandi's goal against Pahang keeps Lions' hopes alive
19931017	250,000 apply for Telecom A shares
19931017	Common cures for health  care ills?
19931018	$65m telecom R&D park to open by 1995
19931018	'Guess Telecom share price' contest in BT this week
19931018	Mah: Find out more before joining Telecom queues
19931018	Students walk the extra mile for disabled classmate
19931019	STII in 6th consecutive all-time high
19931020	Oil spillage led to MRT train collision: Panel
19931020	Long queues cut after SES announcement
19931020	Even easier now to apply for Telecom B shares
19931021	PM arrives in Cyprus for C'wealth summit
19931021	PM: Free trade at comfortable pace for Asean
19931021	Ghafar will not defend Umno post, way clear for Anwar to be DPM
19931022	AG: Why Govt must be able to keep sensitive info secret
19931022	Leaders call for bigger world role
19931022	S'poreans urged to apply for B shares now to avoid rush
19931023	Govt guarantees good, affordable health care
19931024	Free trade will help unite world, says PM
19931024	CPF offices open today
19931024	What's basic, and what's not, in health care package
19931025	Govt to cap fee raises in subsidised hospitals
19931025	China restructuring economy 'with S'pore, Japan as models'
19931026	C'wealth priority on development
19931026	Medisave limit on private hospital bills
19931026	490,000 apply for Telecom B shares; 775 m A shares taken
19931027	Govt may use opt-out system next time: PM
19931027	S'pore, Jiangsu sign MOU on Suzhou township
19931027	Transfer funds to CPF Investment Accounts by Bpm
19931028	12-hour trading on SES from Monday
19931028	SHROUDED IN SECRECY
19931028	Patten fails to get  unanimous Legco vote
19931029	Telecom share offer 3½ times subscribed
19931029	B share allotment to be known by Sunday
19931029	Think carefully before selling: SES
19931029	CPF-PAL  can be used to check on A shares
19931029	Apec forum should send warning to EC: SM Lee
19931030	Telecom's public offer declared a success
19931030	Singapore working on a strategy for quality
19931030	PM Goh returns to S'pore
19931030	My medical condition is fine: BG Lee
19931030	Malaysia to lower corporate tax rate
19931030	SM: No alternative to global integration
19931030	One of the largest selections of diamond jewellery in the world
19931031	Check Telecom share allotment before trading
19931031	S'pore will  meet  Sarawak in M-Cup semis
19931031	Hougang Town Council sacks general manager
19931031	$100 Edusave for next year
19931031	What causes fast economic growth
19931101	Take long-term view of shares in Telecom: Mah
19931101	PM Goh to visit India in January: Envoy
19931101	Bakks get ready at dawn for trading debut
19931102	SES to go back to normal hours from tomorrow
19931102	All geared up but where were crowds?
19931102	SM Lee back from Japan
19931102	CHINA'S  Mr No-Nonsense
19931103	Yeo Seng Teck arrested by CPIB officers
19931104	US threatens China with trade sanctions
19931104	Yeo Seng Teck on $2 m corruption, cheating rap
19931104	Two appointed to TDB, JTC to act in Yeo's place
19931104	Order of Temasek conferred on Kim Wee
19931104	PM tO  visit Indonesia
19931105	Anwar gets big vote of confidence
19931106	ST Index plunges 55 points on profit-taking
19931106	Two get Meritorious Service Medal
19931106	Bosses who stop flexible bonus are silly: Boon Heng
19931107	Cabby found strangled in his taxi
19931107	S'pore, Sarawak draw 2-2
19931107	Candidates caught buying votes should be barred: Mahathir
19931107	Nanhai
19931108	PM: S'pore committed to protecting environment
19931108	Sanctions against British firms if HK talks fail: Paper
19931109	Number of approved medical schools to be cut to 28
19931109	$1m incentive to athlete who wins an Olympic gold
19931109	R & D needed for industries to thrive
19931109	Contributor to manufacturing growth
19931109	High tech for small firms
19931110	President Ong calls on Suharto
19931110	Large firms  will battle  it out, says PM
19931111	S'pore to beam TV shows to Asia
19931111	Temasek rakes in $4 bil. from Telecom share offer
19931111	3rd quarter economic results out tomorrow
19931111	S'pore, South Korea sign memorandum to provide training
19931112	Civil Service revises medical benefits
19931112	SSL and NatSteel withdraw from Qingdao venture
19931112	Sorry for late delivery
19931112	US should signal that it sees China as partner: SM
19931113	BG Lee defends S'pore health care strategy
19931113	Economy posts 9.2% growth in third quarter
19931114	'Reservist' term to be dropped
19931114	A free trade area?
19931115	PM Goh to attend Apec meeting in Seattle
19931116	Apec to issue call for Gatt completion
19931116	Nafta failure will signal US is introverted, says SM Lee
19931116	Govt may not offer Group B shares in future
19931118	MD and director of Devon Group arrested in fraud probe
19931118	NWC proposes ways to fine-tune flexi-wage system
19931119	Fandi in hospital after freak accident on bus
19931119	144 pages
19931119	PM sends congrats
19931119	Positive sign: SM
19931120	Pledges of cooperation as Apec meet opens
19931120	TWO NEW MEMBERS
19931120	Apec nations set to offer tariff cuts to seal Round
19931120	Parliament sitting
19931121	Apec wants 'free-trade area' idea refined
19931121	Sorry your paper was late
19931121	Over-subscribed, underappreciated
19931122	Apec leaders to  push for free trade
19931122	A community getting together to tackle new challenges
19931123	BG Lee may not return to head MTI: says PM
19931123	Civil service pay revisions out on Dec 3
19931123	Asia needs balanced ties among US, Japan, China to prosper — PM Goh
19931123	SM Lee: Be sensitive to Asean feelings
19931123	Fandi scores in training
19931124	China after Deng  won't undergo  big change: SM Lee
19931125	Anti-Aids campaign to target casual sex
19931125	SM Lice arrives in China for 9-day visit
19931126	GO FOR GOALS
19931126	S'pore-led group unveils Ningbo city master plan
19931127	Special  ¼-month bonus for civil service
19931127	Govt to pay Dec service fees for smaller flats
19931127	S'PORE'S BUSBY BABE
19931128	China must decide pace  of change: SM
19931128	Bus hitch may  leave hundreds of soccer fans in the lurch
19931128	Farms are back
19931130	Civil service union rejects new medical benefits plan
19931201	Justin's score of 292 makes him top PSLE pupil
19931201	S'pore links 'help boost Indonesia's economic growth'
19931201	92% of PSLE pupils this year move on to secondary school
19931202	Anwar appointed Deputy PM
19931202	Civil service medical plan can be fine-tuned: Dr Hu
19931202	PM returns to S'pore
19931203	Showdown over HK imminent
19931203	SM advises Riau  to face up  to competition
19931203	STII at new closing high
19931203	Pasir Panjang scores in N-levels
19931204	Cabinet posts harder to fill if pay not competitive
19931204	Dr Yeo to leave Cabinet in six months' time
19931204	PM to announce new Cabinet in two weeks
19931205	Attitudes that decide S'pore's success: PM
19931205	Former programmer wins enterprise award
19931205	SAF servicemen to get pay rise in January
19931205	Medical mission to Batam
19931206	S'pore handphones can be used in Malaysia
19931206	'Stay cohesive to win global race'
19931207	Wanted: Execs for PLO
19931207	Govt committed to nature conservation, says PM Goh
19931207	Spex 2000 scheme launched
19931208	MOve to the back, SBC tells commuters
19931208	All excess SPH shares can now be sold on the market
19931208	Asian bull run continues
19931208	BG Yeo: Asean should broaden base to be ready for upheavals
19931209	Lucky draw prize that wasn't
19931210	S'poreans enjoy better social conditions now
19931210	SM attends Tokyo Forum
19931210	152 pages
19931210	6 millionth visitor arrives
19931210	PM to visit Bangkok
19931211	China hits out at move to table HK reform Bill
19931211	Govt to sell four prime sites along S'pore River
19931211	Chiam sacked from SDP illegally; court bans  further steps to expel him
19931211	S'pore bourse hits record high of 2,220
19931212	Singapore Civil Defence team to help in rescue efforts
19931212	Educating  talented students
19931212	Remember this logo, it may save your life
19931213	Singapore team in action
19931214	ST Index hits new high for third day
19931214	Japan's Socialists divided on opening of rice market
19931215	PM concerned over 'so many ministers' wishing to quit
19931216	BG Lee: Success of Gatt talks a relief to many
19931216	China furious as Patten tables electoral Bill
19931217	All talks on HK off, says China
19931217	Team up to be heard in world arena, BG Yeo urges Asean media groups
19931217	Aspin quits; ex-CIA man tipped as successor
19931217	152 pages
19931218	AMK hospital marks a move to cheaper care
19931218	Worden picked as new S'pore soccer coach
19931218	Cabinet reshuffle to be made known by Tuesday
19931218	Price tags of GST goods and services to include tax levy
19931218	168 pages in today's Straits Times
19931219	Departure  'a vote of confidence  in PM Goh'
19931220	Tokyo 'may call snap polls over stalled Bills'
19931221	Family aid scheme applications open
19931221	Tragedy captured on film
19931222	BG Lee to oversee MTI and Mindef in new Cabinet
19931223	Third China-Taiwan talks end in failure
19931223	Car plunges into Singapore River; driver found dead inside
19931223	MND to focus on enhancing people's assets'
19931224	Dozen cable  channels  in about  year's time
19931224	MCD's challenge: How to build a cohesive society
19931225	PM Goh to review regional trade pacts in Thailand
19931225	Valiant S'pore  rescuers  return home  from Malaysia
19931225	PM Goh sends wishes
19931225	MTI issues not unfamiliar to Yeo Cheow Tong
19931227	19 more mainboard firms join bilKon-dollar club, raising membership to 40
19931228	S'pore stock market soars 52 points to another high
19931230	120 pages in today's paper
19931230	Singapore market at new high of 2,426 pts
19931231	Birth rate may hit three-year high
19931231	94 pages  in today's  Straits Times
19931231	S'pore market cools after record highs
19931231	Masterplan for landed properties  in Singapore being drawn up
19931231	going  up
19931231	SCHOOLS OF THE 90s
