Date	Headline
19910829	PM: Give me full support to defeat communal politics
19910829	WHY WE WERE LATE
19910830	Gorbachev to retain sweeping  powers
19910830	Gen Sunthorn conferred S'pore's highest military award
19910830	PM to young voters: Say 'no' to communal politics
19910831	PM: I want to be the people's choice
19910831	PAP ground 'stronger after it exposed communal line'
19910831	Why we were late
19910831	Fair  Offerings
19910901	PAP wins all but 4; share  of votes dips to 61%
19910901	Politics here can't go on as before: PM Goh
19910901	Eunos results 'incomprehensible'
19910901	WHY WE WERE LATE
19910902	PAP MPs to close ranks behind Govt
19910902	My style has cost me 4 seats, so it has to be reviewed, modified: PM
19910902	S'pore out of Malaysia Cup
19910903	10 republics give their backing for loose union
19910903	Both Govt and opposition must defend nations interests: BG Lee
19910903	Ser Miang heads sports council
19910904	This is all too much for me, Dad...
19910905	PM Goh denies quit rumours
19910905	R-rating will only be given to artistic films
19910906	Tony Tan, Dhana to step down
19910906	PM's new line-up
19910906	Soaring sales for SPH papers
19910906	SPH papers hit all-time high
19910907	Yock Suan is next Minister for Education
19910907	LIGHT-UP IN SUZHOU'
19910907	S'pore gives the nod
19910907	New rules for 'R' movies
19910907	Insight on the Election
19910908	PM Goh and Cabinet sworn in at Istana
19910908	Terminator 2 smashes $2m mark at box offices here
19910908	Yock Suan says he will refine, not disrupt education here
19910909	Govt to take closer look at problems of poor
19910909	'Resignations will  weaken Cabinet only temporarily'
19910909	President Wee  leaves for Beijing today
19910910	BG Lee unveils $2 billion plan for Spore
19910910	Philippine Senate rejects bases pact in preliminary vote
19910911	More people caught smuggling cigarettes
19910912	Blueprint for a city of diversity and grace
19910912	Malaysia offers to expand military co-operation with US
19910913	Singapore to be a tropical paradise
19910913	NPA halts offensive actions
19910913	Giant lantern display sets Chinese Gardens aglow
19910913	Contraceptives of yore: crocodile dung, half-lemons
19910914	Haze over S'pore caused by fires in Indonesia
19910914	Getting around  S'pore will  be much easier
19910914	Jufrie used Islamic terms to gain political support: PM
19910915	'Concept Plan needs growth and stability'
19910916	Aquino to  call a  referendum on US bases
19910916	Baker due in Jerusalem on visit to convene peace talks
19910916	Poor voter turn-out in HK elections
19910916	Values added
19910917	Liberals score big win in HK election
19910917	Exam Special — plus a free discount card for shopping
19910917	S'pore wants early formal exchange of documents
19910918	HK democrats meet Governor to seek changes
19910918	Nobel Foundation up in arms over name
19910918	Govt cannot cater solely to needs of English-educated, says Teng Cheong
19910919	Malaysian Aids  victims  may be restricted to an island
19910919	Burglar who stole $1.2m from 224 homes gets jail, cane
19910919	Come up with your models too, PM urges Malays and Indians
19910920	Two fined for trying to bribe Under-16 soccer players to lose match
19910920	Squash champ Mah's brilliant career
19910920	Govt eases rules on foreign ownership of public housing
19910920	Dare to be different
19910920	The real and the imagined
19910920	Cross-language Crossword
19910921	S'pore can offer HK alternative model—BG Yeo
19910921	Only foreigners with PR can buy resale HDB flats
19910921	HDB to raise  income ceilings for buying flats
19910922	Premiums plunge for first non-transferable COEs
19910923	Govt will find new ways to sell policies
19910923	Hospitals to tell patients all costs on admission
19910923	Karaoke may not be OK for health
19910923	More attention for Chinese silent majority: Mr Lee
19910924	$265 million to reclaim land  at waterfront
19910924	Shipping magnate Y.K. Pao  dies at 72
19910924	Need for balance  between  free market and  welfare: BG Lee
19910925	People development vital WIT spin-off: BG Lee
19910925	New chairman for NPB to be named soon
19910925	New Singapore beauty is emerging — in October's Her World
19910925	Peng Liang to step down as  president
19910926	10 more S'poreans infected by Aids virus
19910927	Make IT easy tor ordinary S'poreans — PM
19910927	Time-based charges: Sample phone bills out next month
19910928	909090
19910929	Stretch, Zoe, stretch
19910929	Front trounces opposition PBDS in Sarawak polls
19910929	How America sees Asia
19910930	PURSUIT OF THE PERFECT PORTFOLIO
19911001	Aim to be one people, PM urges Chinese
19911001	Glenn Knight pleads guilty to two charges
19911001	Guilty plea is 'all for the best'
19911002	Double happiness for Sharity and kids
19911002	Spore, US set to sign bilateral trade pact next week
19911003	Cents of pride in this coin collection
19911004	Swing Out  Sisters
19911004	Hock San elected to head world airport association
19911004	Glenn Knight sentenced to three months' jail
19911004	Julia
19911005	SUNDAY TIMES  Tomorrow
19911005	Mr Lee spells out challenge for new grassroots leaders
19911005	Mr Lee — Teach the young not to play around with their vote
19911005	Mr Lee sad to hear Tony Tan and Dhana leaving office
19911005	Kaifu pulls out of race for LDP leadership
19911006	Out for a bargain at pawned goods auction
19911006	Number of tourists for July highest this year
19911007	Sunset years
19911007	Two-tier levy scheme for manufacturers to hire more foreign staff
19911008	Haze expected to stay till next month
19911008	Asean to combine five trade initiatives
19911009	Asean aims for Free Trade Area in 15 years
19911009	$500m govt boost for universities
19911009	Time-based charges: Telecom study shows majority will pay less
19911010	The Straits Times
19911010	US gives 'no trade  barriers'  assurance
19911010	PM Goh leaves for Zimbabwe to attend week-long CHOGM
19911010	3rd quarter growth 'just above 6 %'
19911011	Jakarta asks West for help to fight forest fire
19911011	US, Asean plan talks to push Uruguay Round
19911011	Rent-a-foreign-worker racket: Labour Ministry carrying out investigation
19911011	UNIDENTIFIED FILTHY OBJECT
19911011	Based on a true story...
19911012	BG Lee and Carla Hills sign trade pact
19911012	KL-S'pore land war  games on next year
19911012	Hitting the  GREAT  Wall
19911013	PM Goh arrives in Zimbabwe for his first CHOGM meeting as PM
19911014	Mr Lee invites clans to run primary schools
19911014	Govt 'must try to balance interests of the two groups'
19911014	LETTER BUGS
19911014	Vision 2030: S'poreans to be as rich as Americans
19911014	Economy to expand at annual rate of 5%
19911015	Growth forecast revised to 6.5-7%
19911015	Changes in lifestyles affecting business at HDB shops
19911015	ECONOMIC PLANNERS' THREE CONCERNS
19911015	ST Index jumps 22 points
19911016	8-day-old baby fitted with pacemaker
19911016	Mini-pacemaker said to be world's smallest
19911017	Summit calls for boost to C'wealth
19911017	Education Ministry in favour of clans running schools
19911018	Easier for singles to buy HDB flats
19911018	2 types of pills wrongly labelled by manufacturer
19911019	PM urges C'wealth to push Gatt talks
19911019	GETTING THE MEASURE ON FLAB
19911019	HONGKONG
19911020	Govt pledge  on new  phone rates
19911020	3 enter race for Japan's premiership but Miyazawa already clear winner
19911021	HIGH ANXIETY
19911021	C'wealth leaders endorse landmark Harare Declaration
19911022	Cambodian treaty  under final review
19911022	SACRED SHOWERS
19911022	Govt will not accept new guarantees for refugees
19911023	Cambodian draft  treaty gets the nod
19911023	ST Index up by 26.9 points
19911023	A bigger package as BT goes more regional
19911023	Skier dies in outing near Seletar Island
19911024	PM: Govt will do balancing act to ensure all groups are catered for
19911024	Govt plans new hospital to run along the lines of old SGH
19911024	Russian fantasy  Shanghai & dreams
19911025	Signboards get the bends from vandals
19911025	2-tier fee may be an alternative, says PM
19911025	New stat board to oversee Telecom after it is privatised
19911026	Old hand at  heavy work
19911027	Better service from 11 Govt units
19911027	TOWER TOWER BURNING BRIGHT
19911027	Swimming pool next for world's best airport
19911027	The 25 sexiest men: Her World's choice
19911027	A mini-arms race among Asians?
19911028	Danger of short-term, one-issue voting: PM
19911028	Miyazawa picked to head LDP
19911028	2 Bangladeshi workers die of carbon monoxide poisoning
19911029	Direct-purchase HDB flat-owners can now buy private property
19911029	New cars change hands as motorists get around non-transferable COEs
19911029	Investing '91 A special BT supplement
19911030	CNB on the look-out for drug 'swallowers'
19911031	Boys find grenades in bag in Bedok drain
19911031	BG Lee urges bright S'poreans to lead society
19911101	Gulf remains as both sides stick to their guns
19911101	Business Times' two new pages
19911101	S'pore welcomes Viet desire to sign S-E Asian amity pact
19911102	Step up training: PM
19911102	Higher duties for cigarettes and alcohol
19911103	Govt modifies Pr 4 streaming
19911103	Live a healthy life: Annual drive to begin next April
19911103	Car-theft ring smashed
19911103	Johor wins M-Cup 3-1
19911104	Tree-planting campaign focuses on reforestation
19911105	Istana grounds open today
19911105	Punjabi suits the rage at Deepavali fair this year
19911106	Visit to Istana a deja vu experience for the Samarasans
19911106	Miyazawa rapped for appointing Recruit-linked Cabinet members
19911107	Rear seat-belts in cars may be compulsory
19911108	Fidel Castro's daughter 'trying to flee Cuba'
19911109	New measures to protect the patient
19911109	Demolished — houses marked for conservation
19911109	ST Index up 26 pts  in heavy  trading
19911110	Helping the needy: Same approach for all groups — BG Lee
19911110	Banker-birdwatcher wins first individual environment award
19911110	PM congratulates Miyazawa
19911111	Give new policies a chance: PM
19911111	New training scheme for older workers with little education
19911111	KEEPING THE FAMILY SPRIT ALIVE
19911112	Girl, 17, found dead after molest report
19911112	Barge spills oil off Sentosa
19911112	Apec meet set to boost economic ties further
19911113	Baker hits out at Chinese leadership
19911113	POLE ADVANTAGE
19911113	3 land hole-in-one...on same hole and day at Keppel Club
19911113	Civil servants to get 3 months' bonus
19911113	Roh urges Apec members to promote free trade
19911114	Apec vow to help Gatt talks succeed
19911114	10 arrested for plotting to contaminate Lucozade drinks
19911115	Chinese self-help body to be formed by April
19911115	Bank in clients' bad books after vulgar message prank on answering machine
19911116	Growth  slows  to 6.5% in  3rd quarter
19911116	S'pore Govt lifts ban on investments in Vietnam, Cambodia
19911116	HOW TO GET  LIVING MUSIC AT HOME
19911117	'Help the  common man achieve his goal'
19911117	Sihanouk in favour' of trial for Khmer Rouge leaders
19911117	Briton fined for stealing carpet from Raffles Hotel
19911118	Govt will be firm and fair to all
19911118	Scramble for cash on road after bag with $3,000 bursts
19911119	Scattered cash: Police have vehicles' licence numbers
19911119	President Wee leaves for state visit to Malaysia
19911121	Full-time NS men to get higher allowances
19911122	PM Goh to self-help groups: Rise above  communal interests
19911122	Friday • extra  A STRAITS TIMES SPECIAL
19911122	Phone calls to be charged in smaller time blocks
19911123	MAS tightens rules on credit cards
19911123	Unleaded petrol 'may have harmful levels of chemicals'
19911124	Fourth poly to start with 700 intake
19911124	US invitation to M-E peace talks in Washington greeted with reservation
19911124	Examining ties between India and Asean
19911124	Physics gold medallist's lab is a kitchen
19911124	S'pore to host 1993 Sea Games
19911125	Govt may set up office to act against unfair retailers
19911126	SIA flights between S'pore and Malaysia to cost more from Dec 1
19911126	Free: Calls to public enquiry numbers, helplines
19911127	Speedier service at all HDB branch offices, thanks to revamp
19911127	Girl, 14, is S'pores youngest heart transplant patient
19911129	PM Goh: Think long-term
19911129	Khmer Rouge vows to stick to peace accord
19911129	Cyclist Kenneth in pile-up
19911129	Win 1,000 SIA shares  in Her World's Xmas issue
19911129	PSLE results better than last year's
19911129	Publishers cash in on Singapore's fall
19911129	New book 'reveals human experiments'
19911130	Elected President's powers for President Wee
19911130	Let's get the basics right: PM Goh
19911130	Smashing feat by  young  gongfu exponent
19911201	Blood donors with Aids virus to be charged
19911201	AIDS EXPLOSION IN INDIA
19911201	S'pore woman stabbed to death in Las Vegas
19911202	Freeze! It's a hold-up!
19911202	A Special  World
19911203	Red Cross swamped with clothes for typhoon victims
19911204	PEAK PERFORMANCE
19911204	Japanese forces abroad: Lower House passes Bill
19911204	Newton stall holder who harassed customers loses licence
19911204	Reach out and touch the world
19911205	Arabs leave after Israeli no-show
19911205	N-level results out today
19911205	Japan 'must seek Asian understanding for peace troops'
19911205	Principal faces charges of cheating on skills fund
19911206	FRIDAY EXTRA  A STRAITS TIMES SPECIAL
19911206	Indonesia pips hosts for Games title — by 1 gold
19911206	No change  in fees for students of independent schools
19911206	DREAM
19911207	Scheme to let NS men enlist earlier announced
19911208	Expert help for kids with learning problems
19911208	Recipients of blood from HIV-infected donors to be told
19911208	A first for Nissan ads
19911208	THE DAY THE BOMBS FELL
19911208	Dollar-for-dollar govt backing up to $1 m a year for donations to Sinda
19911208	Parliament  to open on Jan 6
19911209	Manila: US slammed over compensation
19911209	Kota Baru: 68 veterans get together
19911209	Two lessons from fall of Singapore: BG Yeo
19911209	Freed because he couldn't stomach jail food
19911210	Slim chance of infection for 3 who got blood donated by Aids carriers
19911211	Another Newton centre hawker loses his licence
19911212	Britain to decide on common money later
19911212	Firms urged to co-exist  in harmony for S'pore prosperity
19911212	Indian Women
19911213	2 killed in bomb blast in Mandalay station
19911213	New Paper's 32-page Xmas Special
19911213	DESERT  COPS
19911213	WESTERN SAHARA: HOW PROBLEM STARTED
19911214	Dialect names can appear first in school records from next year
19911215	Singapore urges Soviet republics to work out new arrangements peacefully
19911215	Peeping Tom at large
19911215	Olympic champ's tips for sportsmen
19911215	Recipients of blood from Aids carriers tested negative for virus
19911216	First traffic death in CTE tunnel extension
19911216	Toddlers the latest anti-obesity target
19911217	Owners of HDB flats, shops need not pay ground rent
19911217	Bush scheduled to deliver S'pore Lecture on Jan 4
19911217	SES wants more info on managers related to directors
19911218	Gorbachev told to resign by mid-Jan
19911218	HEAVEN HELP THEM
19911218	S'pore artist Chen Wen Hsi dies at 87
19911219	BG Yeo: SBC to be privatised in 2 years' time
19911219	Tighter controls  on cars  from Malaysia
19911220	S'pore not notified of decision yet
19911220	Head of Myanmar's junta 'in hospital after nervous breakdown'
19911220	STRAIGHT FROM THE HEART FOR THE CHEST
19911221	A taste of real adventure in an Fl6
19911221	Singapore registers unhappiness over the EC move
19911222	Seasonal demand pushes COE prices for cars to record high
19911222	$37.5m more for welfare facilities
19911223	Tighter controls on amphetamines, MX pills
19911223	1 a.m. and all is quiet on the Johor Baru front
19911224	Grandma chokes to death on glutinous rice balls
19911225	Turkey a la tandoor, Singapore-style
19911225	Japan calls for closer ties with other Asia-Pacific countries
19911225	A Christmash Miracle
19911227	Yang Shangkun to visit S'pore in Jan
19911227	IMAGES 91  Who said this?
19911227	Every woman's guide to health  a free  booklet with Her World
19911227	SUPERBAT  SELES
19911228	President Wee's Advisers sworn in
19911228	THE 5 MEMBERS OF THE COUNCIL
19911228	Private hospitals, clinics must get licences to operate
19911229	Boon Yang to be new Labour Minister
19911229	Europe's pendulum swinging to ultra-right
19911230	Earlier HDB flats for new applicants
19911231	Chewing gum to be banned
19911231	Litterbugs to pick up litter
19911231	Singapore praised
