wordCol,yearCol,headlineCol
malaya,1959,Algerian leader in Malaya
malaya,1959,University of Malaya to teach music
malaya,1959,SINGAPORE BACK IN MALAYA CUP
malaya,1959,MALAYA TO  ACCEPT  INDONESIAN  REFUGEES
malaya,1959,"Malaya  has own  awards,  honours  now"
malaya,1959,Malaya's greetings
malaya,1959,INDONESIA v. MALAYA  FOR  THE CUP
malaya,1959,MALAYA SEEKS A LOAN
malaya,1959,Malaya should keep the Cup  despite Indonesian reshuffle
malaya,1959,BOOING OF  EDDY  DISGRACED MALAYA
malaya,1959,Japan told: Malaya welcomes us
malaya,1959,Malaya loses  that cup to Indonesia
malaya,1959,Malaya deplores  Nagy  execution
malaya,1959,Recruiting for RAF (Malaya)
malaya,1959,HUNGRY EXPLOSION: WHY MALAYA  KEPT OUT
malaya,1959,MALAYA HOISTS ITS NAVAL FLAG
malaya,1959,Malaya: No interference pledae
malaya,1959,Malaya acts in MicUEast crisis
malaya,1959,U.S. LENDS  MALAYA $30 MILLION
malaya,1959,BIG SELANGOR RACE TO BE BROADCAST BY RADIO MALAYA
malaya,1959,Indonesians celebrate in Malaya
malaya,1959,MALAYA  KEEPS QUIET  ON LOAN  FROM U.S.
malaya,1959,Malaya Cup replay
malaya,1959,Malaya-Australia trade accord
malaya,1959,Singapore Mayor's message  to Malaya
malaya,1959,SHANGRI-LA THE JUNGLES OF MALAYA
malaya,1959,RATES OF PAY FOR MALAYA'S AIRMEN
malaya,1959,JAPAN GIVES A TIN PLEDGE to MALAYA
malaya,1959,LET ME STAY IN MALAYA'
malaya,1959,$100 m. loan to Malaya
malaya,1959,Race broadcasts:  SRA says no to  Radio Malaya
malaya,1959,Tin pledge by Bonn backs Malaya
malaya,1959,Nepal general for Malaya
malaya,1959,EMPIRE  TALKS:  MALAYA'S  TRIUMPH
malaya,1959,MALAYA TO SET UP & RESERVE  IN THE U.S.
malaya,1959,Malaya's  millions...
malaya,1959,If Malaya quits council... by Mr. Lim
malaya,1959,Comet IV for Malaya
malaya,1959,"King, Tengku  send Malaya's  greetings"
malaya,1959,Jets in Malaya to have missiles
malaya,1959,Britain gives  Malaya  another ship
malaya,1959,MALAYA  PLANS TO  SPEND  $684 mil.  IN 1959
malaya,1959,POLIO RESEARCH BID IN MALAYA I
malaya,1959,King visits the  `pride of Malaya'
malaya,1959,Separate Radio Malaya will be improved
malaya,1959,PEKING WARNS MALAYA
malaya,1959,MALAYA TO INVITE SOEKARNO
malaya,1959,Malaya to put ban on state owned banks
malaya,1959,Malaya to ease restrictions on dollar imports
malaya,1959,U.S. HAS FAITH  IN  MALAYA
malaya,1959,LORD HOME TO VISIT MALAYA
malaya,1959,Sumatra State' plot  chiefs in Malaya
malaya,1959,WHEN MALAYA  WOULD GO  TO WAR  BY TENGKU
malaya,1959,No. 1 IN ASIA FOR  STABILITY IS MALAYA-Tengku
malaya,1959,Malaya invited
killed,1959,Bandit and  scout  are killed
killed,1959,TWO REDS  KILLED IN  SELANGOR:  ONE A PARTY  SECRETARY
killed,1959,Pilot killed by propeller
killed,1959,MAN KILLED DURING A PIG HUNT NEAR K.L
killed,1959,JAKARTA: PLANE  KILLED 'TENS'  OF TROOPS
killed,1959,Top Red killed in ambush
killed,1959,KL MAN KILLED IN FICHT
killed,1959,140 KILLED IN TRAIN SMASH
killed,1959,16 rebels killed
killed,1959,"3 KILLED,  16 HURT  IN CRASH"
killed,1959,BOY KILLED  IN S.I.T.  LIFT JAM
killed,1959,Bandit killed
killed,1959,Terrorist killed
killed,1959,TWO KILLED AS TROOPS FIRI ON CROWD
killed,1959,"Tiger  (terror of  6,000)  killed as it  leaps at taxi"
killed,1959,34 killed
killed,1959,"6,596 BANDITS KILLED, 2,129 _ SURRENDERS IN 10 YEARS"
killed,1959,Five killed in bus  ambush: Tension  mounts in Cyprus
killed,1959,KING FEISAL REPORTED KILLED BY MOB
killed,1959,14 REBELS KILLED
killed,1959,14 killed in a mass break from jail
killed,1959,STUDENT IS KILLED
killed,1959,TWO CYCLISTS KILLED  IN ROAD ACCIDENTS
killed,1959,20 killed in streets
killed,1959,Truce over: 3 killed
killed,1959,Copter crash: Four killed
killed,1959,"Boy of 8  tells  police:  I killed  ma, daddy"
killed,1959,"4 KILLED, 12 HURT IN HEAD-ON  CRASH"
killed,1959,Nurse killed in car upset
killed,1959,RED KILLED IN JOHORE
killed,1959,Killed by bee
killed,1959,French Alpinist is killed
killed,1959,Man killed  by gunmen  at Cyprus  wedding
pap,1959,PAP 'master plan' for Singapore
pap,1959,TRADE SLUMP: INVESTORS FEAR PAP
pap,1959,CAT-CALL RULE by PAP'
pap,1959,PAP OBJECTS  TO DRAFT CONSTITUTION
pap,1959,PAP MEN  CRASH  VIP ROOM  TO SEND  OFF LEE
pap,1959,"Top Govt, men  may fight poll  for PAP"
pap,1959,VICTORY FOR PAP
pap,1959,CRISIS LAW: PAP STAND
pap,1959,HUSH-HUSH PAP  CONFERENCE SET FOR SUNDAY
pap,1959,pap explains: why the  alliance | shuns mercer
pap,1959,PAP TIGHTENS RULES
pap,1959,"BAN PAP? NO, says LIM"
pap,1959,Ex-PAP  leader:  I may  take this  to court
pap,1959,Our party and  Reds-by PAP
pap,1959,"PAP explains  why it is  not anti-Red: It's negative,  sterile policy'"
fire,1959,Expert  Under Fire
fire,1959,GIRL DIES IN COLONY FIRE
fire,1959,Victim of fire dies: She feared for life
fire,1959,FIRE DEATH
fire,1959,70 HOMELESS AFTER FIRE
fire,1959,Fire victim Agnes is buried-and a  squabble is settled
fire,1959,POLICE OPEN  FIRE IN  NIGHT CHASE  DRAMA
fire,1959,Reds flee as police fire
fire,1959,Federation  under fire  over health  facilities
fire,1959,Reds open fire  no one hurt
fire,1959,Guards open fire
fire,1959,"STADIUM DAMAGED, STALLS  RAZED  IN PARK  FIRE"
fire,1959,"BOY, 4, DIES IN FIRE"
fire,1959,"FIRE Six trapped, 10,000 homeless as flames wipe out a village"
fire,1959,8 CHILDREN DIE IN THIS FIRE
fire,1959,Homeless hundreds search among fire-gutted ruins
fire,1959,"$40,000 for fire victims"
fire,1959,Fire fund: Dollar for  dollar aid offer by Govt.
fire,1959,Peanut boat on fire
fire,1959,100 taximen to give earnings  to fire fund
fire,1959,Fire walking holiday
fire,1959,MURDER CHARGE AFTER FIRE
fire,1959,POLICE FIRE ON STUDENTS
fire,1959,FEDERAL HOUSE FIRE ALARM
fire,1959,DAWN FIRE RAZES HOMES NEAR BIG OIL INSTALLATION
fire,1959,Troops fire at lone bandit
fire,1959,Fire damages Trust flat
fire,1959,Saved ship from $3m. dock fire
fire,1959,FIRE ON FREIGHTER IN THE HARBOUR
fire,1959,165 LOSE HOME IN FIRE
fire,1959,MARINES UNDER FIRE
fire,1959,JUNGLE  FIRE  RAGES
fire,1959,Joss-stick fire
fire,1959,Oil lighters on fire
fire,1959,Three hurt as  a fire engine  overturns
fire,1959,FIRE ENGINE LIFTS POLICE TO ROOFTOP 'ARSENAL'
fire,1959,Fire death  man:  Police find a letter
fire,1959,Mystery fire burns an army store
fire,1959,Thousands see hillock fire
fire,1959,Power station fire causes blackout
council,1959,Elected men to boycott council
council,1959,"COUNCIL  APPROVES  ONG'S  $460,000  SPENDING"
council,1959,City council  in new  marathon  sitting
council,1959,COUNCIL MEN THREATEN TO STRIKE
council,1959,Lottery  move  in City  Council
council,1959,Council refuses to sack city officer
council,1959,Booing continues-so the  Mayor suspends the city council sitting
council,1959,PROSTITUTES'  UPROAR IN  CITY COUNCIL
council,1959,COUNCIL MEN MAY PUT OFF STRIKE NOW
council,1959,Council pay talks deadlock
council,1959,COUNCIL  POSTPONES  HEARING  SKELT CASE  APPEAL
council,1959,Rubber case shock:  Joint appeal to Privy Council urged
council,1959,Alliance  men quit  council  meeting
council,1959,COUNCIL BID TO  END LEASES  TO CLUB
council,1959,The City  Council  and  us...
council,1959,ANOTHER RED  CENTRAL  COUNCIL MAN GIVES UP
council,1959,CITY COUNCIL BARS IMPORT  OF ICE  CREAM FROM  ABROAD
council,1959,Those  occupation  days by  Ong and the  council
council,1959,Seven hotels protest to Council
council,1959,If Malaya quits council... by Mr. Lim
council,1959,Ong: Too  many in  council  employ
pay,1959,"ARMY PAY CRISIS: 10,000 MAY STRIKE"
pay,1959,PAY CLAIM: TENGKU GIVEN 15 DAYS
pay,1959,MPIEA DISCUSSES RUBBER: WORKERS' PAY DEMANDS*
pay,1959,TUG MEN GET WAR RISK PAY
pay,1959,New Bill seeks  more pay  for judges
pay,1959,Tappers face  .30 cent  pay cat from  April
pay,1959,The big pay-out
pay,1959,PAY TRIBUNAL PLEDGE
pay,1959,Council pay talks deadlock
pay,1959,$MILUON PAY OFF
pay,1959,Pay dispute  decision on  Sunday
pay,1959,49 SEAMEN WIN CLAIM FOR WAR RSK PAY
pay,1959,ESTATES PAY DISPUTE: 2 PROPOSALS
pay,1959,THE KING URGES RACE HARMONY AS  THOUSANDS PAY BIRTHDAY RESPECTS
pay,1959,NEW PAY SCHEME  FOR TAPPERS  DRAWN UP
pay,1959,Pay row:  Tappers  decide on  tough'  measures
pay,1959,"10,000 pay homage to  new ruler"
pay,1959,PAY FREEZE SHOCK FOR GOVT. MEN
pay,1959,RATES OF PAY FOR MALAYA'S AIRMEN
pay,1959,More pay soon for estate workers
king,1959,PAKISTAN'S GIFT FOR KING
king,1959,King: No trip to hospital
king,1959,OPERATION  ON  THE KING  official
king,1959,No operation for King
king,1959,THE KING AND THE ANTHEM
king,1959,Plane named 'King of the Eagles9
king,1959,King  is 63  so  it's day  of joy
king,1959,THE KING URGES RACE HARMONY AS  THOUSANDS PAY BIRTHDAY RESPECTS
king,1959,THE GAME IS UP FOR NUMBERS RACKET KING
king,1959,King Saud will lead pilgrims
king,1959,IRAQ COUP: Crown Prince slain: King 'under arrest'
king,1959,KING FEISAL REPORTED KILLED BY MOB
king,1959,British skymen respond to call for help by King Hussein
king,1959,King's Rolls
king,1959,THE KING AT THE PREMIERE OF 'SERGEANT HASSAN'
king,1959,GO-GETTERS-by THE KING
king,1959,THE KING: PROGRESS DEPENDS ON YOU
king,1959,THOUSANDS OF CHILDREN  DEFY THE RAIN TO  CHEER THE KING
king,1959,KING. QUEEN BACK FROM TOUR
king,1959,"LIVE IN PEACE, says KING"
king,1959,"King, Tengku  send Malaya's  greetings"
king,1959,King visits the  `pride of Malaya'
king,1959,King may  pay  visit to India
hurt,1959,TRAIN OFF LINE  BUT NO ONE HURT
hurt,1959,Scout  hurt in  jungle  battle
hurt,1959,Reds open fire  no one hurt
hurt,1959,"3 die, 10 hurt in road crash"
hurt,1959,LECTURER FATALLY HURT IN CRASH
hurt,1959,Six hurt in brawl outside cinema
hurt,1959,Muracr hurt  moves  to cinemas
hurt,1959,EIGHT SOCCER FANS HURT IN CRASH
hurt,1959,10 hurt in clash over standpipe
hurt,1959,"25 hurt in $35,000 FOR YOUTH WHO not MAY NEVER BE FATHER"
hurt,1959,Two sisters hurt in road crash
hurt,1959,Five hurt in collision
hurt,1959,"3 KILLED,  16 HURT  IN CRASH"
hurt,1959,15 hurt in dance hall battle
hurt,1959,REBEL CHIEF HURT: MAY BE DEAD
hurt,1959,FOUR  HURT IN  RAIL  MISHAP
hurt,1959,Eight  hurt in  two-car  crash
hurt,1959,Woman hurt  as cobra  strikes from  kettle
hurt,1959,"3 Malayan  students  die, 3 hurt in crash"
hurt,1959,"Two die, 4 hurt in car crashes"
hurt,1959,Three hurt as  a fire engine  overturns
hurt,1959,"4 KILLED, 12 HURT IN HEAD-ON  CRASH"
hurt,1959,Dato Nik  hurt in car crash
hurt,1959,Two more seriously hurt in bloody chase under bright lights of park
hunt,1959,BIG HUNT FOR PIRATES
hunt,1959,Police hunt escaped prisoner
hunt,1959,MAN KILLED DURING A PIG HUNT NEAR K.L
hunt,1959,Prisoner hunt
hunt,1959,HUNT SOON FOR RUBBER SUPERMAN
hunt,1959,Colony hunt for  death mission men
hunt,1959,MENTAL HOME  ESCAPE: BIG  HUNT ON
hunt,1959,Hunt for Miss Singapore is extended
hunt,1959,ARMS HUNT  IN JAIL
hunt,1959,BIG HUNT TRAPS CYPRUS GUNMEN
dead,1959,Home Guard found shot dead near edge of jungle
dead,1959,KEDAH MCA LEADER DEAD
dead,1959,Two elephants found dead
dead,1959,MIKE TODD FEARED DEAD IN CRASH
dead,1959,1 NINE DEAD IS   SURVIVORS
dead,1959,Dr. Fozdar dead
dead,1959,G.O.M.' dead
dead,1959,Big drive against rebels: 40 dead
dead,1959,Ship's engineer shot dead
dead,1959,CHIEF SECRETAR YOF SARA WAX DEAD
dead,1959,Warder dead
dead,1959,REBEL CHIEF HURT: MAY BE DEAD
dead,1959,DEAD WOMAN TIED TO A CROSS
dead,1959,Tengku  praises  dead  heroes
dead,1959,Found dead in cell
dead,1959,"WOMAN FOUND DEAD, HALF-NAKED"
dead,1959,Bomber crashes into pond: 2 dead
die,1959,WOMAN BANDIT WON'T DIE
die,1959,"TWO DIE AS  AXE MAN RUNS AMOK, FIRES STORE"
die,1959,23 DIE in FERRY DISASTER
die,1959,"3 die, 10 hurt in road crash"
die,1959,2 die in mystery attack on boat
die,1959,19 die in Sumatra massacre
die,1959,8 CHILDREN DIE IN THIS FIRE
die,1959,FRANCE-DIE IS CAST'
die,1959,Six die in crash
die,1959,5 CHILDREN  DIE  OF MYSTERY  ILLNESS
die,1959,25 die in mine disaster
die,1959,Die 49th State
die,1959,Two die in crash
die,1959,"3 children  die in pool,  mother  is rescued"
die,1959,EIGHT DIE AS CAR PLUNGES FROM FERRY INTO RIVER
die,1959,116 rebels die
die,1959,"3 Malayan  students  die, 3 hurt in crash"
die,1959,"Two die, 4 hurt in car crashes"
die,1959,44 die in floods
die,1959,"TAPPER,  OLD MAN  DIE IN  JOHORE  MURDERS"
die,1959,RIDER AND PILLION DIE
die,1959,Thirty  die in mid-air collision
die,1959,Polio epidemic will die out in a month  Braga predicts
die,1959,22 die in blast
die,1959,Two die in road crash
die,1959,Cat knocks over lamp: Three die
die,1959,Electric shocks: 2 die in S'pore
premier,1959,Premier quits'
premier,1959,HALT WAR' CALL TO PREMIER DJUANDA
premier,1959,Premier hits at the prophets of disorder
premier,1959,I FEEL OPTIMISTIC: REBEL PREMIER
premier,1959,REBEL PREMIER LEAVES
premier,1959,Premier's wife  lets out a secret
premier,1959,Canada's  Premier  to visit  S'pore
premier,1959,A PREMIER FLIES IN
premier,1959,While a Darul Islam 'premier' stayed in his room
shot,1959,Red chief  shot  at Rawang
shot,1959,Home Guard found shot dead near edge of jungle
shot,1959,MERCY SHOT  FOR TIGER  IN TRAP
shot,1959,Shot pilot saved plane
shot,1959,Army officer found shot
shot,1959,2 SHOT  in DRAMA  AT ROAD  BLOCKS
shot,1959,Ship's engineer shot dead
shot,1959,U.S. PROTEST ON SHOT-DOWN PLANE
shot,1959,FEISAL 'SHOT BY HIS OWN  GUARD'
shot,1959,Syria: We shot down plane
shot,1959,Singapore watch on first  rocket shot at moon
shot,1959,"Man shot in  police  chase to get $100,000"
shot,1959,Policeman shot
shot,1959,CRITISH SOLDIER SHOT BY TOWKAY
shot,1959,TIGRESS SHOT IN AMBUSH
shot,1959,Boy shot by robber
shot,1959,ELEPHANT LEADER SHOT DEAD
car,1959,: Fish inside : the car
car,1959,Blocked-a car on the wrong side...
car,1959,Sidek escapes in car crash
car,1959,"MAN IN CAR  HELD IN $1,180 THEFT PROBE"
car,1959,Car strippers are back
car,1959,CAR FINANCIERS  ON WATCH FOR  SMUGGLERS
car,1959,"WIFE DRIVES CAR THROUGH HOUSE, KILLS HUSBAND"
car,1959,EIGHT DIE AS CAR PLUNGES FROM FERRY INTO RIVER
car,1959,Eight  hurt in  two-car  crash
car,1959,"Two die, 4 hurt in car crashes"
car,1959,BLAZINC CAR ENDS 80 M.P.H. CHASE
car,1959,Nurse killed in car upset
car,1959,Dato Nik  hurt in car crash
car,1959,Car crash  Dato  flown to hospital
car,1959,TWO DROWN AS CAR PLUNGES  INTO DITCH
car,1959,S'pore floods:  Policeman  saves student  from car in  monsoon drain
car,1959,Special Branch men quiz owner of escape car
car,1959,CHILDREN HURT AS ACID MEN ATTACK CAR
razak,1959,Razak arrives in Bangkok
razak,1959,"OSBORNE TO HAVE TALKS WITH TENGKU, RAZAK"
razak,1959,Razak to speak on crisis
razak,1959,No thanks to you' Dato Razak lashes out  at Yong Peng
razak,1959,RAZAK INSPECTS INDONESIAN GUARD
razak,1959,Dato Razak ill
razak,1959,Razak on why Wan Hamid is detained
attack,1959,ACID ATTACK
attack,1959,Mac's pledge to  Russia: We will  never attack you
attack,1959,Shark attack
attack,1959,YEMEN SEALS PACT WITH ADEN ATTACK
attack,1959,Refinery attack
attack,1959,2 die in mystery attack on boat
attack,1959,MAX ATTACK  A SEQUEL  LIKELY
attack,1959,4 a.m. ACID ATTACK ON SLEEPING MAN
attack,1959,Attack costs boy three fingers
attack,1959,Bishop is  better  front TB attack
attack,1959,RUSSIANS ATTACK GERMAN EMBASSY
attack,1959,Border attack
attack,1959,Armed thugs attack man
attack,1959,WOMAN FIGHTS  TWO THUGS  IN KAMPONG  NIGHT ATTACK
attack,1959,Meetings draft  strategy for  the attack
attack,1959,Man dies after brutal attack
attack,1959,ACID ATTACK ON BIKINI BEAUTIES
attack,1959,POLICE INVESTIGATE ACID ATTACK
attack,1959,CONVOY UNDER BIG ATTACK
attack,1959,CHIANG BOWS TO U.S. PRESSURE NOT TO ATTACK CHINA MAINLAND NOW
attack,1959,TRAINER IN  HOSPITAL  AFTER NEW  ATTACK
attack,1959,"30 attack  fitter  with acid, knives"
attack,1959,Tyrone Power dies of heart attack
attack,1959,Gang  attack foiled: 2 held
attack,1959,Thugs attack  strolling constables
fight,1959,"GANGS FIGHT  IT OUT  WITH CHAIRS,  BOTTLES"
fight,1959,Oman fight  goes on
fight,1959,BORDER ROW:  SUDAN TO  EGYPT: GET  OUT OR WE  WILL FIGHT
fight,1959,44 Reds out of fight -and It's a record
fight,1959,Doctor to wife's  father: You want to fight?
fight,1959,"Top Govt, men  may fight poll  for PAP"
fight,1959,Firemen fight 5 a.m. Colony blaze
fight,1959,Hussein in fight to hold throne
fight,1959,Alliance partners  close  ranks to fight poll
fight,1959,He pledges:  Alliance  will fight
fight,1959,THEIR JUNGLE FIGHT IS OVER
fight,1959,Dog fight  leads  police to  a body
wife,1959,Storm over rock V roll -star's 13-year-old wife
wife,1959,PREMINGER'S WIFE SUES FOR DIVORCE: 3 WOMEN CITED
wife,1959,SHARES CASE: 'PAWN WIFE'S FUR COAT'
wife,1959,WIFE OF NOTORIOUS  JAIL-BREAKER SAYS HE'S INNOCENT
wife,1959,Doctor to wife's  father: You want to fight?
wife,1959,"RETIRED GOVERNOR, 66, 'VICTIM OF OLD WITCH/ SAYS WIFE"
wife,1959,"Man slain, wife and child wounded"
wife,1959,"WIFE DRIVES CAR THROUGH HOUSE, KILLS HUSBAND"
wife,1959,Ron hikes to his Malayan wife
wife,1959,Wife fights  for Chang  to stay
wife,1959,Joe Louis' wife seeks divorce
wife,1959,Premier's wife  lets out a secret
gang,1959,Rapid gear change saves doctor  from armed gang
gang,1959,Kidnap bid was by Singapore gang
gang,1959,POLICE FIND KIDNAP GANG'S HOUSE
gang,1959,LONG POLICE PROBE  ENDS TERROR  'Torchlight  gang  is dimmed at last
gang,1959,YANKEE  GANG'  BEATS UP  JOCKEY
gang,1959,Police stop big gang clash
gang,1959,TERROR GANG GIVES UP
gang,1959,HUNTERS  PUT  A KIDNAP  GANG TO  FLIGHT
gang,1959,GANG CLEAN-UP IN U.S.
gang,1959,Police smash Red  gang No. 14
gang,1959,DETECTIVE IS  A GANG  BOSS9 PROBE  BY POLICE
gang,1959,TATTOO MARK OF AN EX-GANG BOSS
gang,1959,CHEMOR KILLER  GANG SMASHED  BY FORCES
gang,1959,POLICE SEIZE GANG  WEAPONS HIDDEN IN A MARKET
gang,1959,"Gang takes  ??16,000"
gang,1959,Police in big gang swoop hold 80
gang,1959,THREE ARE  SLASHED  BY PARANG  GANG
gang,1959,Police prevent a gang clash
gang,1959,Gang  attack foiled: 2 held
minister,1959,MINISTER:  JAKARTA  AIR PACT?  PERHAPS...
minister,1959,ONG BREAKS CITY RULES -MINISTER
minister,1959,PRIME MINISTER WAVES FAREWELL AT THE AIRPORT
minister,1959,MINISTER TO TEACHERS: DON'T QUIT  UMNO
minister,1959,PRIME MINISTER IN SINGAPORE
minister,1959,AUSSIE AIR MINISTER COMING for TALKS
minister,1959,MINISTER: COPY THE SOVIET CO-OPS
minister,1959,Chief Minister defends crackdown on students
minister,1959,MCA. CHIEF TO MEET MINISTER
minister,1959,Minister warns on high birth-rate
minister,1959,Minister asked for guarantee
minister,1959,Commerce Minister is ill in Hong Kong
chinese,1959,Chinese students in exam boycott
chinese,1959,CHINESE  TO HOLD  CITIZEN'  RALLY
chinese,1959,Chinese cars
chinese,1959,Hoarding  of Chinese  goods as  boycott is  imminent
warning,1959,KEEP CLEAR' WARNING TO SINGAPORE SHIPS
warning,1959,TENGKU'S HARIRA YA WARNING
warning,1959,EVIL FORCES' WARNING  'Govt. will be vigilant'
warning,1959,GOLFERS GET  TAKE-OVER  WARNING
warning,1959,REDSS GIVE 'BUY  LESS RUBBER'  WARNING
warning,1959,Minority warning  on party politics   in university 
warning,1959,IKE BACKS HANDS  OFF' WARNING
warning,1959,Disaster unless... warning to Dag
warning,1959,KINDERGARTENS WARNING
warning,1959,OIL SABOTAGE WARNING
chief,1959,Red chief  shot  at Rawang
chief,1959,Aik Hoe chief tells of stock deals
chief,1959,EDUCATION  ROW: UNION  SACKS CHIEF
chief,1959,Radio chief is leaving
chief,1959,"Territorial chief loses job, titles"
chief,1959,ARMY CHIEF AT PAKAN BAROE
chief,1959,Chief Minister defends crackdown on students
chief,1959,THE CHIEF JUSTICE
chief,1959,MCA. CHIEF TO MEET MINISTER
chief,1959,MIC again  picks  Mr. S.  as chief
chief,1959,CHIEF SECRETAR YOF SARA WAX DEAD
chief,1959,REBEL CHIEF HURT: MAY BE DEAD
chief,1959,THE FIRST ASIAN CHIEF JUSTICE
chief,1959,Bare bosoms? Dayak chief gets so angry
chief,1959,NEW CHIEF JUSTICE: SURPRISE CHOICE
strike,1959,10 sacked after union  calls off strike
strike,1959,CYPRUS  KILLINGS  SPARK  STRIKE
strike,1959,"ARMY PAY CRISIS: 10,000 MAY STRIKE"
strike,1959,Strike in third Malacca bus firm
strike,1959,Refugees end hunger strike
strike,1959,Govt. beats bus strike
strike,1959,400 army workers to strike
strike,1959,PORT STRIKE CALLED OFF
strike,1959,COUNCIL MEN THREATEN TO STRIKE
strike,1959,Miners on strike
strike,1959,45 MALAY PUPILS GO ON STRIKE
strike,1959,40 GIRLS JOIN THE  'NO ENGLISH'  STRIKE  BY 45 BOYS
strike,1959,"K.L.M, STRIKE LIKELY TO END TODAY"
strike,1959,STRIKE  SCHOOLS IN  KELANTAN  SUSPEND 120 PUPILS
strike,1959,COUNCIL MEN MAY PUT OFF STRIKE NOW
strike,1959,"Strike by 10,000 men put off"
strike,1959,London port strike ends
strike,1959,May Day  strike  plan on  estates
strike,1959,"Hospital uproar,  then  lightning  strike"
strike,1959,"13,000 WORKERS STRIKE"
strike,1959,BID TO AVERT U.K. RAIL STRIKE
strike,1959,TUC backs  strike  threat by port men
strike,1959,Malacca bus strike ends
strike,1959,Army union men to call a strike
strike,1959,Stanvac men to strike
strike,1959,ESTATES: STRIKE LOOMS
strike,1959,"5,000 strike"
strike,1959,Big doch strike widens  trade gap
strike,1959,80 TB PATIENTS STRIKE
strike,1959,French radio strike
strike,1959,Strike at Comet factory
strike,1959,BOAC STRIKE HITS SINGAPORE
strike,1959,Strike threat by oil  unions
strike,1959,Bid to spread  BOAC strike
strike,1959,"2,000  oil men vote to strike"
strike,1959,"Oil strike will  hit water, gas, transport"
strike,1959,BOAC  men  call off  strike
strike,1959,Oil men  put off  strike  by week
strike,1959,Strike by 58 crane drivers halves port business
strike,1959,Dock strike
strike,1959,Firms get ready to foil  oil strike
strike,1959,COLONY  OIL  MEN GIVE STRIKE PLEDGE
strike,1959,Govt. to intervene  if oil workers go  on strike over  bonus demand
strike,1959,Oil supplies restored as Lint still tries to avert the strike
strike,1959,OIL STRIKE PUT OFF
strike,1959,STRIKE  AT IRON  MINE
strike,1959,Red influence' in BOAC strike
strike,1959,70 laundry workers strike in hospital
strike,1959,Strike threat  by  clerks
royal,1959,A ROYAL  RECEPTION  FOR A BABY  ELEPHANT
royal,1959,Royal baby No. 9
royal,1959,"TENGKU, LIM  DISCUSS  TAKE OVER  OF ROYAL  MALAYAN NAVY"
royal,1959,Royal Malayan Police now
royal,1959,Jolly boating weather for royal regatta
royal,1959,Federation takes over Royal Malayan Naw
royal,1959,ROYAL DANCERS
mca,1959,KEDAH MCA LEADER DEAD
mca,1959,Compulsory voting call by MCA
mca,1959,UMNO WARNS THE MCA
mca,1959,OLD AND THE NEW IN THE MCA
mca,1959,NEW LOOK FOR THE MCA
mca,1959,T.H. Tan  resigns  MCA job
mca,1959,Funds of MCA 'exhausted'
mca,1959,MCA. CHIEF TO MEET MINISTER
mca,1959,THIS WILL FINISH MCA'
mca,1959,MCA may  vote for  merger
bid,1959,KIDNAP BID: END OF ROAD
bid,1959,Kidnap bid was by Singapore gang
bid,1959,REBELS' WARSHIPS BID
bid,1959,KIDNAP BID:  POLICE  SEEK AID OF  TWO MEN
bid,1959,ROMEO' MURDERED IN BID TO SAVE GIRL
bid,1959,REVOLT BID  BY UNION  BARED
bid,1959,BID TO AVERT U.K. RAIL STRIKE
bid,1959,COUNCIL BID TO  END LEASES  TO CLUB
bid,1959,BID TO 'SAVE' AIRPORT
bid,1959,BANDIT BID TO -DERAIL TRAIN
bid,1959,ALL-PARTY  BID FOR  PEACEFUL POLLING
bid,1959,ALL-PARTY UNITY BID
bid,1959,MAC FLIES TO  ATHENS in'END  TERROR' BID
bid,1959,"INVADE BID:  REDS LOSE 2  MIGs, SHIPS"
bid,1959,World air bid
bid,1959,Bid to spread  BOAC strike
bid,1959,Rome bid to censute the Popes physician
bid,1959,POLIO RESEARCH BID IN MALAYA I
bid,1959,Watchman foils bid to set  Shell lorry  tanker ablaze
bid,1959,MARGO  A 'Cupid' makes  j bid to re-unite  her with Alan
bid,1959,GOVT. GG' BID ALLEGED
bid,1959,Priest  talks girl  out of pagoda leap bid
red,1959,Arms mission not to visit Red  China or Russia
red,1959,Red chief  shot  at Rawang
red,1959,CHIN PENG 'JUST  ANOTHER RED' -NO MORE TALKS
red,1959,8 dressed as tappers  held after Red's death
red,1959,More Red subs
red,1959,"Red quits, another wounded"
red,1959,Red fishing ban
red,1959,Romanised  titles in  Red Press
red,1959,ANOTHER RED CAPTURED
red,1959,NO TO RED EMBASSY IN MALAYA
red,1959,Patrol kills Red
red,1959,Red trade team
red,1959,JULY 31 RED DEADLINE
red,1959,I'm not a Red Soekarno
red,1959,Envoy: Indonesia not going Red
red,1959,Red paper sale doubles
red,1959,LEADERS  OF TWO RED  GANGS  SURRENDER  TO GOVT.
red,1959,Top Red killed in ambush
red,1959,EIGHT GIRLS HELD AS RED SUSPECTS
red,1959,Red flag row
red,1959,RED BOOKS  FOR  SINGAPORE SEIZED
red,1959,Govt: This fair bound  to boost Red China
red,1959,TEEN-AGERS IN  'ROB ROY9 RED  HAIR CRAZE
red,1959,New Red envoy
red,1959,Police smash Red  gang No. 14
red,1959,40 RED AGENTS HELD
red,1959,In: 2 more US ships Out: 3 Red trawlers
red,1959,THE No. 2 RED QUITS
red,1959,Red build-up off Quemoy goes on
red,1959,QUEMOY: RED  GUNS OPEN  NEW BARRAGE
red,1959,ANOTHER RED  CENTRAL  COUNCIL MAN GIVES UP
